date,source,destination,vehicle_type,rental_count,spot_count,capacity_desi
2026-05-14,Tekirdağ,Mersin,Kamyonet,0,1,5600
2026-05-15,Tekirdağ,Mersin,Kamyonet,0,1,5600
2026-05-16,Tekirdağ,Mersin,Kamyonet,0,1,5600
2026-05-17,Tekirdağ,Mersin,Kamyonet,0,1,5600
2026-05-11,Tekirdağ,Yalova,Tır,0,1,22400
2026-05-11,Tekirdağ,Yalova,Kamyon,0,1,12000
2026-05-12,Tekirdağ,Yalova,Tır,0,1,22400
2026-05-12,Tekirdağ,Yalova,Kamyonet,0,1,5600
2026-05-13,Tekirdağ,Yalova,Kamyon,0,2,24000
2026-05-14,Tekirdağ,Yalova,Tır,0,1,22400
2026-05-15,Tekirdağ,Yalova,Tır,0,1,22400
2026-05-16,Tekirdağ,Yalova,Kamyon,0,1,12000
2026-05-17,Tekirdağ,Yalova,Kamyonet,0,1,5600
2026-05-11,Tekirdağ,Zonguldak,Kamyon,0,1,12000
2026-05-12,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-13,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-14,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-15,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-16,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-17,Tekirdağ,Zonguldak,Kamyonet,0,1,5600
2026-05-11,Tekirdağ,İstanbul,Kamyon,0,2,24000
2026-05-12,Tekirdağ,İstanbul,Tır,0,1,22400
2026-05-13,Tekirdağ,İstanbul,Tır,0,1,22400
2026-05-14,Tekirdağ,İstanbul,Tır,0,1,22400
2026-05-15,Tekirdağ,İstanbul,Kamyon,0,1,12000
2026-05-16,Tekirdağ,İstanbul,Kamyon,0,1,12000
2026-05-17,Tekirdağ,İstanbul,Kamyonet,0,1,5600
2026-05-11,Tekirdağ,Şanlıurfa,Kamyon,0,1,12000
2026-05-12,Tekirdağ,Şanlıurfa,Kamyon,0,1,12000
2026-05-13,Tekirdağ,Şanlıurfa,Kamyonet,0,1,5600
2026-05-14,Tekirdağ,Şanlıurfa,Kamyonet,0,1,5600
2026-05-15,Tekirdağ,Şanlıurfa,Kamyonet,0,1,5600
2026-05-16,Tekirdağ,Şanlıurfa,Kamyonet,0,1,5600
2026-05-17,Tekirdağ,Şanlıurfa,Kamyonet,0,1,5600
2026-05-11,Yalova,Balıkesir,Tır,0,1,22400
2026-05-11,Yalova,Balıkesir,Kamyon,0,1,12000
2026-05-12,Yalova,Balıkesir,Tır,0,1,22400
2026-05-12,Yalova,Balıkesir,Kamyonet,0,1,5600
2026-05-13,Yalova,Balıkesir,Tır,0,1,22400
2026-05-14,Yalova,Balıkesir,Tır,0,1,22400
2026-05-15,Yalova,Balıkesir,Tır,0,1,22400
2026-05-16,Yalova,Balıkesir,Kamyon,0,1,12000
2026-05-17,Yalova,Balıkesir,Kamyonet,0,1,5600
2026-05-11,Yalova,Bilecik,Tır,0,1,22400
2026-05-12,Yalova,Bilecik,Tır,0,1,22400
2026-05-13,Yalova,Bilecik,Kamyon,0,1,12000
2026-05-14,Yalova,Bilecik,Kamyon,0,1,12000
2026-05-15,Yalova,Bilecik,Kamyon,0,1,12000
2026-05-16,Yalova,Bilecik,Kamyonet,0,1,5600
2026-05-17,Yalova,Bilecik,Kamyonet,0,1,5600
2026-05-11,Yalova,Eskişehir,Kamyon,1,2,36000
2026-05-12,Yalova,Eskişehir,Tır,0,1,22400
2026-05-12,Yalova,Eskişehir,Kamyon,1,0,12000
2026-05-13,Yalova,Eskişehir,Tır,0,1,22400
2026-05-13,Yalova,Eskişehir,Kamyon,1,0,12000
2026-05-14,Yalova,Eskişehir,Tır,0,1,22400
2026-05-15,Yalova,Eskişehir,Kamyon,1,0,12000
2026-05-15,Yalova,Eskişehir,Kamyonet,0,1,5600
2026-05-16,Yalova,Eskişehir,Kamyon,1,0,12000
2026-05-17,Yalova,Eskişehir,Kamyon,1,0,12000
2026-05-11,Yalova,Kütahya,Kamyon,0,1,12000
2026-05-12,Yalova,Kütahya,Kamyon,0,1,12000
2026-05-13,Yalova,Kütahya,Kamyon,0,1,12000
2026-05-14,Yalova,Kütahya,Kamyon,0,1,12000
2026-05-15,Yalova,Kütahya,Kamyonet,0,1,5600
2026-05-16,Yalova,Kütahya,Kamyonet,0,1,5600
2026-05-17,Yalova,Kütahya,Kamyonet,0,1,5600
2026-05-11,Yalova,Manisa,Tır,0,1,22400
2026-05-11,Yalova,Manisa,Kamyon,0,1,12000
2026-05-12,Yalova,Manisa,Tır,0,1,22400
2026-05-12,Yalova,Manisa,Kamyonet,0,1,5600
2026-05-13,Yalova,Manisa,Kamyon,0,2,24000
2026-05-14,Yalova,Manisa,Tır,0,1,22400
2026-05-15,Yalova,Manisa,Tır,0,1,22400
2026-05-16,Yalova,Manisa,Kamyon,0,1,12000
2026-05-17,Yalova,Manisa,Kamyonet,0,1,5600
2026-05-11,Yalova,Mersin,Tır,0,1,22400
2026-05-12,Yalova,Mersin,Tır,0,1,22400
2026-05-13,Yalova,Mersin,Kamyon,0,1,12000
2026-05-14,Yalova,Mersin,Kamyon,0,1,12000
2026-05-15,Yalova,Mersin,Kamyon,0,1,12000
2026-05-16,Yalova,Mersin,Kamyonet,0,1,5600
2026-05-17,Yalova,Mersin,Kamyonet,0,1,5600
2026-05-11,Yalova,Tekirdağ,Kamyon,1,2,36000
2026-05-12,Yalova,Tekirdağ,Tır,0,1,22400
2026-05-12,Yalova,Tekirdağ,Kamyon,1,0,12000
2026-05-13,Yalova,Tekirdağ,Tır,0,1,22400
2026-05-13,Yalova,Tekirdağ,Kamyon,1,0,12000
2026-05-14,Yalova,Tekirdağ,Tır,0,1,22400
2026-05-15,Yalova,Tekirdağ,Kamyon,1,0,12000
2026-05-15,Yalova,Tekirdağ,Kamyonet,0,1,5600
2026-05-16,Yalova,Tekirdağ,Kamyon,1,0,12000
2026-05-17,Yalova,Tekirdağ,Kamyon,1,0,12000
2026-05-11,Yalova,İstanbul,Tır,0,1,22400
2026-05-11,Yalova,İstanbul,Kamyon,0,1,12000
2026-05-12,Yalova,İstanbul,Tır,0,1,22400
2026-05-12,Yalova,İstanbul,Kamyonet,0,1,5600
2026-05-13,Yalova,İstanbul,Tır,0,1,22400
2026-05-13,Yalova,İstanbul,Kamyonet,0,1,5600
2026-05-14,Yalova,İstanbul,Tır,0,1,22400
2026-05-15,Yalova,İstanbul,Tır,0,1,22400
2026-05-16,Yalova,İstanbul,Kamyon,0,1,12000
2026-05-17,Yalova,İstanbul,Kamyonet,0,1,5600
2026-05-11,İstanbul,Balıkesir,Tır,1,1,44800
2026-05-12,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-12,İstanbul,Balıkesir,Kamyon,0,1,12000
2026-05-13,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-13,İstanbul,Balıkesir,Kamyon,0,1,12000
2026-05-14,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-14,İstanbul,Balıkesir,Kamyon,0,1,12000
2026-05-15,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-15,İstanbul,Balıkesir,Kamyonet,0,1,5600
2026-05-16,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-17,İstanbul,Balıkesir,Tır,1,0,22400
2026-05-11,İstanbul,Bilecik,Tır,0,1,22400
2026-05-11,İstanbul,Bilecik,Kamyonet,0,1,5600
2026-05-12,İstanbul,Bilecik,Kamyon,0,2,24000
2026-05-13,İstanbul,Bilecik,Tır,0,1,22400
2026-05-14,İstanbul,Bilecik,Tır,0,1,22400
2026-05-15,İstanbul,Bilecik,Tır,0,1,22400
2026-05-16,İstanbul,Bilecik,Kamyon,0,1,12000
2026-05-17,İstanbul,Bilecik,Kamyonet,0,1,5600
2026-05-11,İstanbul,Denizli,Kamyon,0,1,12000
2026-05-12,İstanbul,Denizli,Kamyon,0,1,12000
2026-05-13,İstanbul,Denizli,Kamyon,0,1,12000
2026-05-14,İstanbul,Denizli,Kamyon,0,1,12000
2026-05-15,İstanbul,Denizli,Kamyonet,0,1,5600
2026-05-16,İstanbul,Denizli,Kamyonet,0,1,5600
2026-05-17,İstanbul,Denizli,Kamyonet,0,1,5600
2026-05-11,İstanbul,Erzincan,Tır,0,1,22400
2026-05-12,İstanbul,Erzincan,Tır,0,1,22400
2026-05-13,İstanbul,Erzincan,Tır,0,1,22400
2026-05-14,İstanbul,Erzincan,Kamyon,0,1,12000
2026-05-15,İstanbul,Erzincan,Kamyon,0,1,12000
2026-05-16,İstanbul,Erzincan,Kamyon,0,1,12000
2026-05-17,İstanbul,Erzincan,Kamyonet,0,1,5600
2026-05-11,İstanbul,Eskişehir,Tır,2,0,44800
2026-05-12,İstanbul,Eskişehir,Tır,2,0,44800
2026-05-13,İstanbul,Eskişehir,Tır,2,0,44800
2026-05-14,İstanbul,Eskişehir,Tır,2,0,44800
2026-05-15,İstanbul,Eskişehir,Tır,1,0,22400
2026-05-15,İstanbul,Eskişehir,Kamyonet,0,1,5600
2026-05-16,İstanbul,Eskişehir,Tır,1,0,22400
2026-05-17,İstanbul,Eskişehir,Tır,1,0,22400
2026-05-11,İstanbul,Isparta,Tır,0,1,22400
2026-05-12,İstanbul,Isparta,Kamyon,0,1,12000
2026-05-13,İstanbul,Isparta,Kamyon,0,1,12000
2026-05-14,İstanbul,Isparta,Kamyon,0,1,12000
2026-05-15,İstanbul,Isparta,Kamyon,0,1,12000
2026-05-16,İstanbul,Isparta,Kamyonet,0,1,5600
2026-05-17,İstanbul,Isparta,Kamyonet,0,1,5600
2026-05-11,İstanbul,Karaman,Tır,0,1,22400
2026-05-12,İstanbul,Karaman,Kamyon,0,1,12000
2026-05-13,İstanbul,Karaman,Kamyon,0,1,12000
2026-05-14,İstanbul,Karaman,Kamyonet,0,1,5600
2026-05-15,İstanbul,Karaman,Kamyonet,0,1,5600
2026-05-16,İstanbul,Karaman,Kamyonet,0,1,5600
2026-05-17,İstanbul,Karaman,Kamyonet,0,1,5600
2026-05-11,İstanbul,Kütahya,Tır,0,1,22400
2026-05-12,İstanbul,Kütahya,Tır,0,1,22400
2026-05-13,İstanbul,Kütahya,Tır,0,1,22400
2026-05-14,İstanbul,Kütahya,Kamyon,0,1,12000
2026-05-15,İstanbul,Kütahya,Kamyon,0,1,12000
2026-05-16,İstanbul,Kütahya,Kamyon,0,1,12000
2026-05-17,İstanbul,Kütahya,Kamyonet,0,1,5600
2026-05-11,İstanbul,Manisa,Tır,1,1,44800
2026-05-12,İstanbul,Manisa,Tır,1,1,44800
2026-05-13,İstanbul,Manisa,Tır,1,0,22400
2026-05-13,İstanbul,Manisa,Kamyon,0,1,12000
2026-05-14,İstanbul,Manisa,Tır,1,0,22400
2026-05-14,İstanbul,Manisa,Kamyon,0,1,12000
2026-05-15,İstanbul,Manisa,Tır,1,0,22400
2026-05-15,İstanbul,Manisa,Kamyonet,0,1,5600
2026-05-16,İstanbul,Manisa,Tır,1,0,22400
2026-05-17,İstanbul,Manisa,Tır,1,0,22400
2026-05-11,İstanbul,Mardin,Tır,0,1,22400
2026-05-12,İstanbul,Mardin,Tır,0,1,22400
2026-05-13,İstanbul,Mardin,Tır,0,1,22400
2026-05-14,İstanbul,Mardin,Kamyon,0,1,12000
2026-05-15,İstanbul,Mardin,Kamyon,0,1,12000
2026-05-16,İstanbul,Mardin,Kamyon,0,1,12000
2026-05-17,İstanbul,Mardin,Kamyonet,0,1,5600
2026-05-11,İstanbul,Mersin,Tır,0,1,22400
2026-05-11,İstanbul,Mersin,Kamyon,0,1,12000
2026-05-12,İstanbul,Mersin,Tır,0,1,22400
2026-05-12,İstanbul,Mersin,Kamyonet,0,1,5600
2026-05-13,İstanbul,Mersin,Kamyon,0,2,24000
2026-05-14,İstanbul,Mersin,Tır,0,1,22400
2026-05-15,İstanbul,Mersin,Tır,0,1,22400
2026-05-16,İstanbul,Mersin,Kamyon,0,1,12000
2026-05-17,İstanbul,Mersin,Kamyonet,0,1,5600
2026-05-11,İstanbul,Sivas,Tır,0,1,22400
2026-05-12,İstanbul,Sivas,Tır,0,1,22400
2026-05-13,İstanbul,Sivas,Kamyon,0,1,12000
2026-05-14,İstanbul,Sivas,Kamyon,0,1,12000
2026-05-15,İstanbul,Sivas,Kamyon,0,1,12000
2026-05-16,İstanbul,Sivas,Kamyonet,0,1,5600
2026-05-17,İstanbul,Sivas,Kamyonet,0,1,5600
2026-05-11,İstanbul,Tekirdağ,Tır,1,1,44800
2026-05-12,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-12,İstanbul,Tekirdağ,Kamyon,0,1,12000
2026-05-13,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-13,İstanbul,Tekirdağ,Kamyon,0,1,12000
2026-05-14,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-14,İstanbul,Tekirdağ,Kamyonet,0,1,5600
2026-05-15,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-16,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-17,İstanbul,Tekirdağ,Tır,1,0,22400
2026-05-11,İstanbul,Yalova,Tır,2,0,44800
2026-05-12,İstanbul,Yalova,Tır,2,0,44800
2026-05-13,İstanbul,Yalova,Tır,2,0,44800
2026-05-14,İstanbul,Yalova,Tır,2,0,44800
2026-05-15,İstanbul,Yalova,Tır,1,0,22400
2026-05-15,İstanbul,Yalova,Kamyonet,0,1,5600
2026-05-16,İstanbul,Yalova,Tır,1,0,22400
2026-05-17,İstanbul,Yalova,Tır,1,0,22400
2026-05-11,İstanbul,Zonguldak,Tır,0,1,22400
2026-05-12,İstanbul,Zonguldak,Kamyon,0,1,12000
2026-05-13,İstanbul,Zonguldak,Kamyon,0,1,12000
2026-05-14,İstanbul,Zonguldak,Kamyon,0,1,12000
2026-05-15,İstanbul,Zonguldak,Kamyon,0,1,12000
2026-05-16,İstanbul,Zonguldak,Kamyonet,0,1,5600
2026-05-17,İstanbul,Zonguldak,Kamyonet,0,1,5600
2026-05-11,İstanbul,Şanlıurfa,Tır,0,1,22400
2026-05-12,İstanbul,Şanlıurfa,Tır,0,1,22400
2026-05-13,İstanbul,Şanlıurfa,Tır,0,1,22400
2026-05-14,İstanbul,Şanlıurfa,Kamyon,0,1,12000
2026-05-15,İstanbul,Şanlıurfa,Kamyon,0,1,12000
2026-05-16,İstanbul,Şanlıurfa,Kamyon,0,1,12000
2026-05-17,İstanbul,Şanlıurfa,Kamyonet,0,1,5600
2026-05-11,Şanlıurfa,Eskişehir,Kamyon,0,1,12000
2026-05-12,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-13,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-14,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-15,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-16,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-17,Şanlıurfa,Eskişehir,Kamyonet,0,1,5600
2026-05-11,Şanlıurfa,Manisa,Kamyon,0,1,12000
2026-05-12,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-13,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-14,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-15,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-16,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-17,Şanlıurfa,Manisa,Kamyonet,0,1,5600
2026-05-11,Şanlıurfa,Tekirdağ,Kamyon,0,1,12000
2026-05-12,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
2026-05-13,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
2026-05-14,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
2026-05-15,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
2026-05-16,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
2026-05-17,Şanlıurfa,Tekirdağ,Kamyonet,0,1,5600
