Tarih,Araç_Tipi,Çıkış_TM,Varış_TM,Araç_Sayısı,Teslim_Edilen_Desi,Maliyet_TL,Rota_Tipi
13_Mayis,Spot Tir,Kocaeli,Şanlıurfa,1,22400,34402,Uğrama (Eskişehir)
14_Mayis,Spot Kamyon,Kocaeli,Şanlıurfa,1,12000,26708,Uğrama (Eskişehir)
11_Mayis,Spot Tir,Manisa,Bilecik,1,22400,19407,Uğrama (Balıkesir)
12_Mayis,Spot Tir,Manisa,Bilecik,1,22400,19407,Uğrama (Balıkesir)
13_Mayis,Spot Tir,Manisa,Bilecik,1,22400,19407,Uğrama (Balıkesir)
15_Mayis,Spot Kamyon,Manisa,Bilecik,1,12000,14112,Uğrama (Balıkesir)
11_Mayis,Spot Tir,Manisa,Eskişehir,1,22400,19170,Uğrama (Kütahya)
12_Mayis,Spot Tir,Manisa,Eskişehir,1,22400,19170,Uğrama (Kütahya)
13_Mayis,Spot Tir,Manisa,Eskişehir,1,22400,19170,Uğrama (Kütahya)
14_Mayis,Spot Tir,Manisa,Eskişehir,1,22400,19170,Uğrama (Kütahya)
15_Mayis,Spot Tir,Manisa,Eskişehir,1,22400,19170,Uğrama (Kütahya)
16_Mayis,Spot Kamyon,Manisa,Eskişehir,1,12000,13913,Uğrama (Kütahya)
17_Mayis,Spot Kamyon,Manisa,Eskişehir,1,12000,13913,Uğrama (Kütahya)
11_Mayis,Spot Tir,Manisa,Tekirdağ,1,22400,18503,Uğrama (Balıkesir)
12_Mayis,Spot Tir,Manisa,Tekirdağ,1,22400,18503,Uğrama (Balıkesir)
13_Mayis,Spot Tir,Manisa,Tekirdağ,1,22400,18503,Uğrama (Balıkesir)
14_Mayis,Spot Tir,Manisa,Tekirdağ,1,22400,18503,Uğrama (Balıkesir)
15_Mayis,Spot Tir,Manisa,Tekirdağ,1,22400,18503,Uğrama (Balıkesir)
16_Mayis,Spot Kamyon,Manisa,Tekirdağ,1,12000,13352,Uğrama (Balıkesir)
17_Mayis,Spot Kamyonet,Manisa,Tekirdağ,1,5600,9648,Uğrama (Balıkesir)
12_Mayis,Spot Kamyon,Manisa,Yalova,1,12000,13579,Uğrama (Balıkesir)
13_Mayis,Spot Tir,Manisa,Yalova,1,22400,18773,Uğrama (Balıkesir)
14_Mayis,Spot Kamyon,Manisa,Yalova,1,12000,13579,Uğrama (Balıkesir)
15_Mayis,Spot Kamyon,Manisa,Yalova,1,12000,13579,Uğrama (Balıkesir)
16_Mayis,Spot Kamyonet,Manisa,Yalova,1,5600,9843,Uğrama (Balıkesir)
17_Mayis,Spot Kamyonet,Manisa,Yalova,1,5600,9843,Uğrama (Balıkesir)
11_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19160,Uğrama (Balıkesir)
12_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19160,Uğrama (Balıkesir)
13_Mayis,Spot Kamyon,Manisa,İstanbul,1,12000,13904,Uğrama (Balıkesir)
17_Mayis,Spot Kamyonet,Manisa,İstanbul,1,5600,10121,Uğrama (Balıkesir)
11_Mayis,Spot Kamyon,Manisa,İstanbul,1,12000,14397,Uğrama (Yalova)
12_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19746,Uğrama (Yalova)
13_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19746,Uğrama (Yalova)
14_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19746,Uğrama (Yalova)
15_Mayis,Spot Tir,Manisa,İstanbul,1,22400,19746,Uğrama (Yalova)
16_Mayis,Spot Kamyon,Manisa,İstanbul,1,12000,14397,Uğrama (Yalova)
11_Mayis,Spot Tir,Tekirdağ,Bilecik,1,22400,17964,Uğrama (İstanbul)
11_Mayis,Spot Tir,Tekirdağ,Bilecik,1,22400,17553,Uğrama (Yalova)
12_Mayis,Spot Tir,Tekirdağ,Bilecik,1,22400,17553,Uğrama (Yalova)
12_Mayis,Spot Kamyonet,Tekirdağ,Bilecik,1,5600,8964,Uğrama (Yalova)
13_Mayis,Spot Kamyon,Tekirdağ,Bilecik,1,12000,12555,Uğrama (Yalova)
14_Mayis,Spot Tir,Tekirdağ,Bilecik,1,22400,17553,Uğrama (Yalova)
13_Mayis,Spot Kamyon,Tekirdağ,Eskişehir,1,12000,13727,Uğrama (Bilecik)
15_Mayis,Spot Tir,Tekirdağ,Eskişehir,1,22400,18948,Uğrama (Bilecik)
17_Mayis,Spot Kamyonet,Tekirdağ,Eskişehir,1,5600,9969,Uğrama (Bilecik)
12_Mayis,Spot Tir,Tekirdağ,Eskişehir,1,22400,19106,Uğrama (Yalova)
13_Mayis,Spot Tir,Tekirdağ,Eskişehir,1,22400,19106,Uğrama (Yalova)
14_Mayis,Spot Tir,Tekirdağ,Eskişehir,1,22400,19106,Uğrama (Yalova)
11_Mayis,Spot Tir,Tekirdağ,Karaman,1,22400,28831,Uğrama (İstanbul)
12_Mayis,Spot Kamyon,Tekirdağ,Karaman,1,12000,22028,Uğrama (İstanbul)
13_Mayis,Spot Kamyon,Tekirdağ,Karaman,1,12000,22028,Uğrama (İstanbul)
14_Mayis,Spot Kamyonet,Tekirdağ,Karaman,1,5600,17084,Uğrama (İstanbul)
15_Mayis,Spot Kamyonet,Tekirdağ,Karaman,1,5600,17084,Uğrama (İstanbul)
11_Mayis,Spot Kamyon,Tekirdağ,Kütahya,1,12000,13985,Uğrama (Yalova)
14_Mayis,Spot Kamyon,Tekirdağ,Kütahya,1,12000,13985,Uğrama (Yalova)
15_Mayis,Spot Kamyon,Tekirdağ,Kütahya,1,12000,13985,Uğrama (Yalova)
16_Mayis,Spot Kamyonet,Tekirdağ,Kütahya,1,5600,10190,Uğrama (Yalova)
11_Mayis,Spot Tir,Tekirdağ,Manisa,1,22400,18503,Uğrama (Balıkesir)
12_Mayis,Spot Tir,Tekirdağ,Manisa,1,22400,18503,Uğrama (Balıkesir)
13_Mayis,Spot Tir,Tekirdağ,Manisa,1,22400,18503,Uğrama (Balıkesir)
14_Mayis,Spot Tir,Tekirdağ,Manisa,1,22400,18503,Uğrama (Balıkesir)
15_Mayis,Spot Tir,Tekirdağ,Manisa,1,22400,18503,Uğrama (Balıkesir)
16_Mayis,Spot Kamyon,Tekirdağ,Manisa,1,12000,13352,Uğrama (Balıkesir)
17_Mayis,Spot Kamyonet,Tekirdağ,Manisa,1,5600,9648,Uğrama (Balıkesir)
11_Mayis,Spot Tir,Tekirdağ,Mersin,1,22400,31698,Uğrama (İstanbul)
12_Mayis,Spot Kamyon,Tekirdağ,Mersin,1,12000,24436,Uğrama (İstanbul)
13_Mayis,Spot Tir,Tekirdağ,Mersin,1,22400,31698,Uğrama (İstanbul)
14_Mayis,Spot Tir,Tekirdağ,Mersin,1,22400,31309,Uğrama (Yalova)
15_Mayis,Spot Kamyon,Tekirdağ,Mersin,1,12000,24109,Uğrama (Yalova)
16_Mayis,Spot Kamyonet,Tekirdağ,Mersin,1,5600,18868,Uğrama (Yalova)
17_Mayis,Spot Kamyonet,Tekirdağ,Mersin,1,5600,18868,Uğrama (Yalova)
11_Mayis,Spot Tir,Tekirdağ,Zonguldak,1,22400,20804,Uğrama (İstanbul)
12_Mayis,Spot Tir,Tekirdağ,Zonguldak,1,22400,20804,Uğrama (İstanbul)
13_Mayis,Spot Kamyon,Tekirdağ,Zonguldak,1,12000,15286,Uğrama (İstanbul)
14_Mayis,Spot Kamyon,Tekirdağ,Zonguldak,1,12000,15286,Uğrama (İstanbul)
15_Mayis,Spot Kamyon,Tekirdağ,Zonguldak,1,12000,15286,Uğrama (İstanbul)
17_Mayis,Spot Kamyonet,Tekirdağ,Zonguldak,1,5600,11305,Uğrama (İstanbul)
14_Mayis,Spot Kamyonet,Tekirdağ,Şanlıurfa,1,5600,23910,Uğrama (Eskişehir)
15_Mayis,Spot Kamyonet,Tekirdağ,Şanlıurfa,1,5600,23910,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,Tekirdağ,Şanlıurfa,1,5600,23910,Uğrama (Eskişehir)
12_Mayis,Spot Tir,Tekirdağ,Şanlıurfa,1,22400,38494,Uğrama (İstanbul)
13_Mayis,Spot Tir,Tekirdağ,Şanlıurfa,1,22400,38494,Uğrama (İstanbul)
11_Mayis,Spot Kamyon,Yalova,Eskişehir,1,12000,10664,Uğrama (Bilecik)
15_Mayis,Spot Kamyonet,Yalova,Eskişehir,1,5600,7343,Uğrama (Bilecik)
17_Mayis,Kiralık Kamyon,Yalova,Eskişehir,1,12000,6441,Uğrama (Bilecik)
12_Mayis,Spot Kamyonet,Yalova,Manisa,1,5600,9843,Uğrama (Balıkesir)
15_Mayis,Spot Tir,Yalova,Manisa,1,22400,18773,Uğrama (Balıkesir)
11_Mayis,Spot Tir,Yalova,Mersin,1,22400,27506,Uğrama (Eskişehir)
12_Mayis,Spot Tir,Yalova,Mersin,1,22400,27506,Uğrama (Eskişehir)
11_Mayis,Spot Kamyonet,Yalova,Tekirdağ,1,5600,7806,Uğrama (İstanbul)
17_Mayis,Kiralık Tir,İstanbul,Balıkesir,1,22400,9712,Uğrama (Yalova)
15_Mayis,Spot Tir,İstanbul,Bilecik,1,22400,14915,Uğrama (Yalova)
16_Mayis,Spot Kamyonet,İstanbul,Bilecik,1,5600,7065,Uğrama (Yalova)
12_Mayis,Spot Tir,İstanbul,Erzincan,1,22400,35610,Uğrama (Eskişehir)
13_Mayis,Spot Tir,İstanbul,Erzincan,1,22400,35610,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,İstanbul,Erzincan,1,5600,21965,Uğrama (Eskişehir)
11_Mayis,Kiralık Tir,İstanbul,Eskişehir,1,22400,9463,Uğrama (Bilecik)
11_Mayis,Spot Kamyon,İstanbul,Eskişehir,1,12000,11618,Uğrama (Bilecik)
12_Mayis,Kiralık Tir,İstanbul,Eskişehir,1,22400,9463,Uğrama (Bilecik)
12_Mayis,Spot Kamyon,İstanbul,Eskişehir,1,12000,11618,Uğrama (Bilecik)
13_Mayis,Kiralık Tir,İstanbul,Eskişehir,1,22400,9463,Uğrama (Bilecik)
13_Mayis,Spot Kamyon,İstanbul,Eskişehir,1,12000,11618,Uğrama (Bilecik)
14_Mayis,Kiralık Tir,İstanbul,Eskişehir,1,22400,9463,Uğrama (Bilecik)
14_Mayis,Spot Kamyon,İstanbul,Eskişehir,1,12000,11618,Uğrama (Bilecik)
17_Mayis,Kiralık Tir,İstanbul,Eskişehir,1,22400,9463,Uğrama (Bilecik)
11_Mayis,Spot Tir,İstanbul,Isparta,1,22400,22024,Uğrama (Eskişehir)
14_Mayis,Spot Kamyon,İstanbul,Isparta,1,12000,16310,Uğrama (Eskişehir)
15_Mayis,Spot Kamyon,İstanbul,Isparta,1,12000,16310,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,İstanbul,Isparta,1,5600,12183,Uğrama (Eskişehir)
11_Mayis,Spot Tir,İstanbul,Kütahya,1,22400,16618,Uğrama (Yalova)
12_Mayis,Spot Tir,İstanbul,Kütahya,1,22400,16618,Uğrama (Yalova)
13_Mayis,Spot Tir,İstanbul,Kütahya,1,22400,16618,Uğrama (Yalova)
14_Mayis,Spot Kamyon,İstanbul,Kütahya,1,12000,11769,Uğrama (Yalova)
17_Mayis,Spot Kamyonet,İstanbul,Kütahya,1,5600,8291,Uğrama (Yalova)
13_Mayis,Spot Kamyon,İstanbul,Manisa,1,12000,13904,Uğrama (Balıkesir)
14_Mayis,Spot Kamyon,İstanbul,Manisa,1,12000,14397,Uğrama (Yalova)
15_Mayis,Spot Kamyon,İstanbul,Manisa,1,12000,14397,Uğrama (Yalova)
11_Mayis,Spot Tir,İstanbul,Mardin,1,22400,39625,Uğrama (Eskişehir)
12_Mayis,Spot Tir,İstanbul,Mardin,1,22400,39625,Uğrama (Eskişehir)
14_Mayis,Spot Tir,İstanbul,Mardin,1,22400,39625,Uğrama (Eskişehir)
15_Mayis,Spot Kamyon,İstanbul,Mardin,1,12000,31095,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,İstanbul,Mardin,1,5600,24856,Uğrama (Eskişehir)
14_Mayis,Spot Tir,İstanbul,Mersin,1,22400,28634,Uğrama (Eskişehir)
16_Mayis,Spot Kamyon,İstanbul,Mersin,1,12000,21863,Uğrama (Eskişehir)
17_Mayis,Spot Kamyonet,İstanbul,Mersin,1,5600,16942,Uğrama (Eskişehir)
13_Mayis,Spot Tir,İstanbul,Mersin,1,22400,28671,Uğrama (Yalova)
11_Mayis,Spot Tir,İstanbul,Şanlıurfa,1,22400,35848,Uğrama (Eskişehir)
11_Mayis,Spot Tir,Şanlıurfa,Manisa,1,22400,38514,Uğrama (Eskişehir)
12_Mayis,Spot Kamyon,Şanlıurfa,Manisa,1,12000,30162,Uğrama (Eskişehir)
13_Mayis,Spot Kamyon,Şanlıurfa,Manisa,1,12000,30162,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,Şanlıurfa,Manisa,1,5600,24056,Uğrama (Eskişehir)
11_Mayis,Spot Kamyon,Şanlıurfa,Tekirdağ,1,12000,29991,Uğrama (Eskişehir)
12_Mayis,Spot Kamyonet,Şanlıurfa,Tekirdağ,1,5600,23910,Uğrama (Eskişehir)
13_Mayis,Spot Kamyonet,Şanlıurfa,Tekirdağ,1,5600,23910,Uğrama (Eskişehir)
15_Mayis,Spot Kamyonet,Şanlıurfa,Tekirdağ,1,5600,23910,Uğrama (Eskişehir)
16_Mayis,Spot Kamyonet,Şanlıurfa,Tekirdağ,1,5600,23910,Uğrama (Eskişehir)
