date,source,destination,distance_km,demand_desi,vehicle_type,rental_count,spot_count,capacity_desi,cost_tl
2026-05-13,İstanbul,Eskişehir,189.23,47361.01,Tır,2,0,44800,18919.94
2026-05-13,İstanbul,Isparta,385.29,16686.78,Tır,0,1,22400,21332.26
2026-05-13,İstanbul,Karaman,562.11,10612.35,Kamyon,0,1,12000,19442.25
2026-05-13,İstanbul,Kütahya,196.46,17050.54,Tır,0,1,22400,16611.53
2026-05-13,İstanbul,Manisa,296.78,44059.96,Tır,1,1,44800,29977.76
2026-05-13,İstanbul,Mardin,1091.37,18735.94,Tır,0,1,22400,38984.2
2026-05-13,İstanbul,Mersin,676.76,27353.33,Kamyonet,0,1,5600,16931.71
2026-05-13,İstanbul,Mersin,676.76,27353.33,Tır,0,1,22400,28619.04
2026-05-13,İstanbul,Sivas,695.0,14920.54,Tır,0,1,22400,29075.07
2026-05-13,İstanbul,Tekirdağ,123.16,38627.11,Tır,1,1,44800,23380.04
2026-05-13,İstanbul,Yalova,46.63,47195.33,Kamyonet,0,1,5600,5589.43
2026-05-13,İstanbul,Yalova,46.63,47195.33,Tır,2,0,44800,15212.5
2026-05-13,İstanbul,Zonguldak,241.04,12076.71,Tır,0,1,22400,17725.98
2026-05-13,İstanbul,Şanlıurfa,948.61,19147.72,Tır,0,1,22400,35415.32
2026-05-13,Şanlıurfa,Eskişehir,776.72,7583.53,Kamyon,0,1,12000,23949.03
2026-05-13,Şanlıurfa,Manisa,1010.04,2824.27,Kamyonet,0,1,5600,22930.69
2026-05-13,Şanlıurfa,Tekirdağ,1061.73,7198.29,Kamyon,0,1,12000,29934.43
2026-05-14,Balıkesir,Bilecik,187.36,6401.09,Kamyon,0,1,12000,11572.58
2026-05-14,Balıkesir,Eskişehir,226.09,11010.44,Kamyon,0,1,12000,12385.91
2026-05-14,Balıkesir,Manisa,120.96,11393.71,Kamyon,0,1,12000,10178.1
2026-05-14,Balıkesir,Tekirdağ,151.17,10330.64,Kamyon,0,1,12000,10812.49
2026-05-14,Balıkesir,Yalova,161.99,12876.19,Tır,0,1,22400,15749.82
2026-05-14,Balıkesir,İstanbul,177.45,10337.46,Kamyon,0,1,12000,11364.51
2026-05-14,Bilecik,Eskişehir,62.11,7795.46,Kamyon,0,1,12000,8942.29
2026-05-14,Bilecik,Manisa,277.54,8007.44,Kamyon,0,1,12000,13466.33
2026-05-14,Eskişehir,Balıkesir,226.09,10597.38,Kamyon,0,1,12000,12385.91
2026-05-14,Eskişehir,Bilecik,62.11,7418.45,Kamyon,0,1,12000,8942.29
2026-05-14,Eskişehir,Erzincan,767.2,5348.52,Kamyonet,0,1,5600,18559.53
2026-05-14,Eskişehir,Isparta,223.73,3938.42,Kamyonet,0,1,5600,8777.23
2026-05-14,Eskişehir,Kütahya,61.01,5140.01,Kamyonet,0,1,5600,5848.11
2026-05-14,Eskişehir,Manisa,295.86,12110.61,Tır,0,1,22400,19096.53
2026-05-14,Eskişehir,Mardin,927.79,5729.17,Kamyon,0,1,12000,27121.65
2026-05-14,Eskişehir,Mersin,488.15,6220.87,Kamyon,0,1,12000,17889.23
2026-05-14,Eskişehir,Tekirdağ,287.76,11211.67,Kamyon,0,1,12000,13680.86
2026-05-14,Eskişehir,Yalova,144.1,16896.11,Tır,0,1,22400,15302.54
2026-05-14,Eskişehir,İstanbul,189.23,10914.94,Kamyon,0,1,12000,11611.79
2026-05-14,Eskişehir,Şanlıurfa,776.72,6363.96,Kamyon,0,1,12000,23949.03
2026-05-14,Kocaeli,Balıkesir,216.16,25724.0,Kamyon,1,0,12000,7161.56
2026-05-14,Kocaeli,Balıkesir,216.16,25724.0,Tır,0,1,22400,17103.9
2026-05-14,Kocaeli,Bilecik,78.57,15513.21,Tır,0,1,22400,13664.3
2026-05-14,Kocaeli,Erzincan,824.41,11599.78,Kamyon,0,1,12000,24950.69
2026-05-14,Kocaeli,Eskişehir,131.4,20421.07,Tır,0,1,22400,14985.1
2026-05-14,Kocaeli,Isparta,348.3,8293.04,Kamyon,0,1,12000,14952.28
2026-05-14,Kocaeli,Kütahya,159.98,7716.53,Kamyon,0,1,12000,10997.51
2026-05-14,Kocaeli,Manisa,325.08,14974.61,Tır,0,1,22400,19827.12
2026-05-14,Kocaeli,Mardin,1013.99,10473.32,Kamyon,0,1,12000,28931.82
2026-05-14,Kocaeli,Mersin,610.19,17159.54,Tır,0,1,22400,26954.69
2026-05-14,Kocaeli,Sivas,617.37,7997.98,Kamyon,0,1,12000,20602.72
2026-05-14,Kocaeli,Tekirdağ,199.62,26996.12,Kamyonet,0,1,5600,8343.18
2026-05-14,Kocaeli,Tekirdağ,199.62,26996.12,Tır,1,0,22400,9595.07
2026-05-14,Kocaeli,Yalova,56.51,32822.33,Kamyon,0,1,12000,8824.64
2026-05-14,Kocaeli,Yalova,56.51,32822.33,Tır,1,0,22400,7734.59
2026-05-14,Kocaeli,İstanbul,77.8,26163.67,Kamyonet,0,1,5600,6150.36
2026-05-14,Kocaeli,İstanbul,77.8,26163.67,Tır,1,0,22400,8011.37
2026-05-14,Kocaeli,Şanlıurfa,872.41,11051.16,Kamyon,0,1,12000,25958.59
2026-05-14,Kütahya,Eskişehir,61.01,3235.45,Kamyonet,0,1,5600,5848.11
2026-05-14,Manisa,Balıkesir,120.96,23177.31,Kamyon,0,2,24000,20356.2
2026-05-14,Manisa,Bilecik,277.54,12977.36,Tır,0,1,22400,18638.49
2026-05-14,Manisa,Denizli,172.5,8175.38,Kamyon,0,1,12000,11260.48
2026-05-14,Manisa,Eskişehir,295.86,18353.03,Tır,0,1,22400,19096.53
2026-05-14,Manisa,Isparta,289.36,10989.53,Kamyon,0,1,12000,13714.48
2026-05-14,Manisa,Kütahya,237.82,14681.38,Tır,0,1,22400,17645.62
2026-05-14,Manisa,Mersin,665.04,4514.37,Kamyonet,0,1,5600,16720.7
2026-05-14,Manisa,Sivas,835.53,7568.19,Kamyon,0,1,12000,25184.15
2026-05-14,Manisa,Tekirdağ,262.4,18942.2,Tır,0,1,22400,18260.09
2026-05-14,Manisa,Yalova,275.24,22602.46,Kamyon,0,2,24000,26836.04
2026-05-14,Manisa,İstanbul,296.78,18799.85,Tır,0,1,22400,19119.58
2026-05-14,Mersin,Eskişehir,488.15,4630.9,Kamyonet,0,1,5600,13536.76
2026-05-14,Mersin,Manisa,665.04,4209.35,Kamyonet,0,1,5600,16720.7
2026-05-14,Sivas,Eskişehir,555.25,7694.38,Kamyon,0,1,12000,19298.29
2026-05-14,Tekirdağ,Balıkesir,151.17,15328.73,Tır,0,1,22400,15479.16
2026-05-14,Tekirdağ,Bilecik,227.85,9650.2,Kamyon,0,1,12000,12422.75
2026-05-14,Tekirdağ,Denizli,380.85,3659.96,Kamyonet,0,1,5600,11605.29
2026-05-14,Tekirdağ,Eskişehir,287.76,19762.03,Tır,0,1,22400,18893.88
2026-05-14,Tekirdağ,Isparta,442.85,5215.55,Kamyonet,0,1,5600,12721.38
2026-05-14,Tekirdağ,Karaman,649.58,5120.99,Kamyonet,0,1,5600,16442.45
2026-05-14,Tekirdağ,Kütahya,272.41,6269.97,Kamyon,0,1,12000,13358.59
2026-05-14,Tekirdağ,Manisa,262.4,17307.62,Tır,0,1,22400,18260.09
2026-05-14,Tekirdağ,Mersin,771.42,9513.17,Kamyon,0,1,12000,23837.79
2026-05-14,Tekirdağ,Yalova,152.15,23915.68,Kamyon,0,2,24000,21666.16
2026-05-14,Tekirdağ,Zonguldak,362.48,3081.59,Kamyonet,0,1,5600,11274.57
2026-05-14,Tekirdağ,İstanbul,123.16,17390.07,Tır,0,1,22400,14778.97
2026-05-14,Tekirdağ,Şanlıurfa,1061.73,4669.24,Kamyonet,0,1,5600,23861.22
2026-05-14,Yalova,Balıkesir,161.99,20958.36,Tır,0,1,22400,15749.82
2026-05-14,Yalova,Bilecik,82.0,11342.01,Kamyon,0,1,12000,9359.96
2026-05-14,Yalova,Eskişehir,144.1,25587.85,Kamyon,1,0,12000,6441.02
2026-05-14,Yalova,Eskişehir,144.1,25587.85,Tır,0,1,22400,15302.54
2026-05-14,Yalova,Kütahya,150.09,7387.94,Kamyon,0,1,12000,10789.98
2026-05-14,Yalova,Manisa,275.24,21143.64,Tır,0,1,22400,18580.98
2026-05-14,Yalova,Mersin,632.22,7184.9,Kamyon,0,1,12000,20914.68
2026-05-14,Yalova,Tekirdağ,152.15,24014.02,Kamyon,1,0,12000,6521.47
2026-05-14,Yalova,Tekirdağ,152.15,24014.02,Tır,0,1,22400,15503.67
2026-05-14,Yalova,İstanbul,46.63,20888.36,Tır,0,1,22400,12865.87
2026-05-14,İstanbul,Balıkesir,177.45,31952.4,Kamyon,0,1,12000,11364.51
2026-05-14,İstanbul,Balıkesir,177.45,31952.4,Tır,1,0,22400,9306.89
2026-05-14,İstanbul,Bilecik,127.42,18054.72,Tır,0,1,22400,14885.6
2026-05-14,İstanbul,Denizli,359.47,10257.87,Kamyon,0,1,12000,15186.84
2026-05-14,İstanbul,Erzincan,901.58,15892.37,Tır,0,1,22400,34239.38
2026-05-14,İstanbul,Eskişehir,189.23,34431.66,Tır,2,0,44800,18919.94
2026-05-14,İstanbul,Isparta,385.29,12265.08,Tır,0,1,22400,21332.26
2026-05-14,İstanbul,Karaman,562.11,8255.91,Kamyon,0,1,12000,19442.25
2026-05-14,İstanbul,Kütahya,196.46,12674.56,Tır,0,1,22400,16611.53
2026-05-14,İstanbul,Manisa,296.78,32521.04,Kamyon,0,1,12000,13870.45
2026-05-14,İstanbul,Manisa,296.78,32521.04,Tır,1,0,22400,10858.18
2026-05-14,İstanbul,Mardin,1091.37,14360.62,Tır,0,1,22400,38984.2
2026-05-14,İstanbul,Mersin,676.76,20508.85,Tır,0,1,22400,28619.04
2026-05-14,İstanbul,Sivas,695.0,11642.54,Kamyon,0,1,12000,22233.06
2026-05-14,İstanbul,Tekirdağ,123.16,28207.99,Kamyon,0,1,12000,10224.34
2026-05-14,İstanbul,Tekirdağ,123.16,28207.99,Tır,1,0,22400,8601.07
2026-05-14,İstanbul,Yalova,46.63,34820.31,Tır,2,0,44800,15212.5
2026-05-14,İstanbul,Zonguldak,241.04,9322.31,Kamyon,0,1,12000,12699.83
2026-05-14,İstanbul,Şanlıurfa,948.61,14576.4,Tır,0,1,22400,35415.32
2026-05-14,Şanlıurfa,Eskişehir,776.72,6827.8,Kamyon,0,1,12000,23949.03
2026-05-14,Şanlıurfa,Manisa,1010.04,2983.63,Kamyonet,0,1,5600,22930.69
2026-05-14,Şanlıurfa,Tekirdağ,1061.73,6582.41,Kamyon,0,1,12000,29934.43
2026-05-15,Balıkesir,Bilecik,187.36,5277.65,Kamyonet,0,1,5600,8122.5
2026-05-15,Balıkesir,Eskişehir,226.09,13057.24,Tır,0,1,22400,17352.27
2026-05-15,Balıkesir,Manisa,120.96,13215.19,Tır,0,1,22400,14723.93
2026-05-15,Balıkesir,Tekirdağ,151.17,11870.36,Kamyon,0,1,12000,10812.49
2026-05-15,Balıkesir,Yalova,161.99,14632.34,Tır,0,1,22400,15749.82
2026-05-15,Balıkesir,İstanbul,177.45,12186.97,Tır,0,1,22400,16136.32
2026-05-15,Bilecik,Eskişehir,62.11,9026.42,Kamyon,0,1,12000,8942.29
2026-05-15,Bilecik,Manisa,277.54,9393.64,Kamyon,0,1,12000,13466.33
2026-05-15,Eskişehir,Balıkesir,226.09,12074.44,Tır,0,1,22400,17352.27
2026-05-15,Eskişehir,Bilecik,62.11,8846.84,Kamyon,0,1,12000,8942.29
2026-05-15,Eskişehir,Erzincan,767.2,6855.52,Kamyon,0,1,12000,23749.11
2026-05-15,Eskişehir,Isparta,223.73,4307.42,Kamyonet,0,1,5600,8777.23
2026-05-15,Eskişehir,Kütahya,61.01,5972.6,Kamyon,0,1,12000,8919.13
2026-05-15,Eskişehir,Manisa,295.86,13879.65,Tır,0,1,22400,19096.53
2026-05-15,Eskişehir,Mardin,927.79,7225.29,Kamyon,0,1,12000,27121.65
2026-05-15,Eskişehir,Mersin,488.15,7427.81,Kamyon,0,1,12000,17889.23
2026-05-15,Eskişehir,Tekirdağ,287.76,13184.47,Tır,0,1,22400,18893.88
2026-05-15,Eskişehir,Yalova,144.1,20514.11,Tır,0,1,22400,15302.54
2026-05-15,Eskişehir,İstanbul,189.23,13223.18,Tır,0,1,22400,16430.7
2026-05-15,Eskişehir,Şanlıurfa,776.72,7617.51,Kamyon,0,1,12000,23949.03
2026-05-15,Kocaeli,Balıkesir,216.16,27653.98,Kamyon,1,0,12000,7161.56
2026-05-15,Kocaeli,Balıkesir,216.16,27653.98,Tır,0,1,22400,17103.9
2026-05-15,Kocaeli,Bilecik,78.57,15960.35,Tır,0,1,22400,13664.3
2026-05-15,Kocaeli,Erzincan,824.41,12558.78,Tır,0,1,22400,32310.34
2026-05-15,Kocaeli,Eskişehir,131.4,18361.87,Tır,0,1,22400,14985.1
2026-05-15,Kocaeli,Isparta,348.3,8257.34,Kamyon,0,1,12000,14952.28
2026-05-15,Kocaeli,Kütahya,159.98,10068.71,Kamyon,0,1,12000,10997.51
2026-05-15,Kocaeli,Manisa,325.08,15689.48,Tır,0,1,22400,19827.12
2026-05-15,Kocaeli,Mardin,1013.99,12089.18,Tır,0,1,22400,37049.79
2026-05-15,Kocaeli,Mersin,610.19,18174.29,Tır,0,1,22400,26954.69
2026-05-15,Kocaeli,Sivas,617.37,7872.78,Kamyon,0,1,12000,20602.72
2026-05-15,Kocaeli,Tekirdağ,199.62,28150.52,Kamyon,0,1,12000,11830.04
2026-05-15,Kocaeli,Tekirdağ,199.62,28150.52,Tır,1,0,22400,9595.07
2026-05-15,Kocaeli,Yalova,56.51,35106.03,Tır,1,1,44800,20847.25
2026-05-15,Kocaeli,İstanbul,77.8,27387.79,Kamyonet,0,1,5600,6150.36
2026-05-15,Kocaeli,İstanbul,77.8,27387.79,Tır,1,0,22400,8011.37
2026-05-15,Kocaeli,Şanlıurfa,872.41,13793.04,Tır,0,1,22400,33510.22
2026-05-15,Kütahya,Eskişehir,61.01,3723.49,Kamyonet,0,1,5600,5848.11
2026-05-15,Manisa,Balıkesir,120.96,25195.11,Kamyonet,0,1,5600,6927.23
2026-05-15,Manisa,Balıkesir,120.96,25195.11,Tır,0,1,22400,14723.93
2026-05-15,Manisa,Bilecik,277.54,16085.47,Tır,0,1,22400,18638.49
2026-05-15,Manisa,Denizli,172.5,6263.78,Kamyon,0,1,12000,11260.48
2026-05-15,Manisa,Eskişehir,295.86,21262.55,Tır,0,1,22400,19096.53
2026-05-15,Manisa,Isparta,289.36,15083.21,Tır,0,1,22400,18933.9
2026-05-15,Manisa,Kütahya,237.82,15271.85,Tır,0,1,22400,17645.62
2026-05-15,Manisa,Mersin,665.04,5097.27,Kamyonet,0,1,5600,16720.7
2026-05-15,Manisa,Sivas,835.53,7288.95,Kamyon,0,1,12000,25184.15
2026-05-15,Manisa,Tekirdağ,262.4,24143.0,Kamyonet,0,1,5600,9473.27
2026-05-15,Manisa,Tekirdağ,262.4,24143.0,Tır,0,1,22400,18260.09
2026-05-15,Manisa,Yalova,275.24,28732.86,Kamyon,0,1,12000,13418.02
2026-05-15,Manisa,Yalova,275.24,28732.86,Tır,0,1,22400,18580.98
2026-05-15,Manisa,İstanbul,296.78,20141.71,Tır,0,1,22400,19119.58
2026-05-15,Mersin,Eskişehir,488.15,5311.47,Kamyonet,0,1,5600,13536.76
2026-05-15,Mersin,Manisa,665.04,2004.57,Kamyonet,0,1,5600,16720.7
2026-05-15,Sivas,Eskişehir,555.25,9605.03,Kamyon,0,1,12000,19298.29
2026-05-15,Tekirdağ,Balıkesir,151.17,18794.01,Tır,0,1,22400,15479.16
2026-05-15,Tekirdağ,Bilecik,227.85,12132.18,Tır,0,1,22400,17396.13
2026-05-15,Tekirdağ,Denizli,380.85,3597.24,Kamyonet,0,1,5600,11605.29
2026-05-15,Tekirdağ,Eskişehir,287.76,23515.18,Kamyon,0,2,24000,27361.72
2026-05-15,Tekirdağ,Isparta,442.85,7433.95,Kamyon,0,1,12000,16937.94
2026-05-15,Tekirdağ,Karaman,649.58,6054.17,Kamyon,0,1,12000,21279.19
2026-05-15,Tekirdağ,Kütahya,272.41,6185.69,Kamyon,0,1,12000,13358.59
2026-05-15,Tekirdağ,Manisa,262.4,18524.78,Tır,0,1,22400,18260.09
2026-05-15,Tekirdağ,Mersin,771.42,7652.83,Kamyon,0,1,12000,23837.79
2026-05-15,Tekirdağ,Yalova,152.15,29258.83,Kamyon,0,1,12000,10833.08
2026-05-15,Tekirdağ,Yalova,152.15,29258.83,Tır,0,1,22400,15503.67
2026-05-15,Tekirdağ,Zonguldak,362.48,4854.14,Kamyonet,0,1,5600,11274.57
2026-05-15,Tekirdağ,İstanbul,123.16,21877.73,Tır,0,1,22400,14778.97
2026-05-15,Tekirdağ,Şanlıurfa,1061.73,8710.97,Kamyon,0,1,12000,29934.43
2026-05-15,Yalova,Balıkesir,161.99,27337.95,Kamyonet,0,1,5600,7665.87
2026-05-15,Yalova,Balıkesir,161.99,27337.95,Tır,0,1,22400,15749.82
2026-05-15,Yalova,Bilecik,82.0,15394.81,Tır,0,1,22400,13749.96
2026-05-15,Yalova,Eskişehir,144.1,33638.59,Kamyon,1,0,12000,6441.02
2026-05-15,Yalova,Eskişehir,144.1,33638.59,Tır,0,1,22400,15302.54
2026-05-15,Yalova,Kütahya,150.09,9985.7,Kamyon,0,1,12000,10789.98
2026-05-15,Yalova,Manisa,275.24,29637.1,Kamyon,0,1,12000,13418.02
2026-05-15,Yalova,Manisa,275.24,29637.1,Tır,0,1,22400,18580.98
2026-05-15,Yalova,Mersin,632.22,15799.94,Tır,0,1,22400,27505.58
2026-05-15,Yalova,Tekirdağ,152.15,32851.66,Kamyon,1,0,12000,6521.47
2026-05-15,Yalova,Tekirdağ,152.15,32851.66,Tır,0,1,22400,15503.67
2026-05-15,Yalova,İstanbul,46.63,30894.19,Kamyon,0,1,12000,8617.33
2026-05-15,Yalova,İstanbul,46.63,30894.19,Tır,0,1,22400,12865.87
2026-05-15,İstanbul,Balıkesir,177.45,41948.6,Tır,1,1,44800,25443.21
2026-05-15,İstanbul,Bilecik,127.42,24220.56,Kamyonet,0,1,5600,7043.64
2026-05-15,İstanbul,Bilecik,127.42,24220.56,Tır,0,1,22400,14885.6
2026-05-15,İstanbul,Denizli,359.47,12555.19,Tır,0,1,22400,20686.71
2026-05-15,İstanbul,Erzincan,901.58,19822.85,Tır,0,1,22400,34239.38
2026-05-15,İstanbul,Eskişehir,189.23,44236.66,Tır,2,0,44800,18919.94
2026-05-15,İstanbul,Isparta,385.29,15568.35,Tır,0,1,22400,21332.26
2026-05-15,İstanbul,Karaman,562.11,7637.21,Kamyon,0,1,12000,19442.25
2026-05-15,İstanbul,Kütahya,196.46,18614.9,Tır,0,1,22400,16611.53
2026-05-15,İstanbul,Manisa,296.78,44008.84,Tır,1,1,44800,29977.76
2026-05-15,İstanbul,Mardin,1091.37,18193.57,Tır,0,1,22400,38984.2
2026-05-15,İstanbul,Mersin,676.76,27855.57,Kamyonet,0,1,5600,16931.71
2026-05-15,İstanbul,Mersin,676.76,27855.57,Tır,0,1,22400,28619.04
2026-05-15,İstanbul,Sivas,695.0,15471.84,Tır,0,1,22400,29075.07
2026-05-15,İstanbul,Tekirdağ,123.16,36442.54,Tır,1,1,44800,23380.04
2026-05-15,İstanbul,Yalova,46.63,46237.03,Kamyonet,0,1,5600,5589.43
2026-05-15,İstanbul,Yalova,46.63,46237.03,Tır,2,0,44800,15212.5
2026-05-15,İstanbul,Zonguldak,241.04,12292.68,Tır,0,1,22400,17725.98
2026-05-15,İstanbul,Şanlıurfa,948.61,19481.48,Tır,0,1,22400,35415.32
2026-05-15,Şanlıurfa,Eskişehir,776.72,7082.82,Kamyon,0,1,12000,23949.03
2026-05-15,Şanlıurfa,Manisa,1010.04,5865.39,Kamyon,0,1,12000,28848.8
2026-05-15,Şanlıurfa,Tekirdağ,1061.73,6966.47,Kamyon,0,1,12000,29934.43
2026-05-16,Balıkesir,Bilecik,187.36,5850.53,Kamyon,0,1,12000,11572.58
2026-05-16,Balıkesir,Eskişehir,226.09,10102.64,Kamyon,0,1,12000,12385.91
2026-05-16,Balıkesir,Manisa,120.96,10631.23,Kamyon,0,1,12000,10178.1
2026-05-16,Balıkesir,Tekirdağ,151.17,9711.84,Kamyon,0,1,12000,10812.49
2026-05-16,Balıkesir,Yalova,161.99,12388.56,Tır,0,1,22400,15749.82
2026-05-16,Balıkesir,İstanbul,177.45,9442.2,Kamyon,0,1,12000,11364.51
2026-05-16,Bilecik,Eskişehir,62.11,7987.24,Kamyon,0,1,12000,8942.29
2026-05-16,Bilecik,Manisa,277.54,8925.2,Kamyon,0,1,12000,13466.33
2026-05-16,Eskişehir,Balıkesir,226.09,10165.13,Kamyon,0,1,12000,12385.91
2026-05-16,Eskişehir,Bilecik,62.11,6998.81,Kamyon,0,1,12000,8942.29
2026-05-16,Eskişehir,Erzincan,767.2,5194.52,Kamyonet,0,1,5600,18559.53
2026-05-16,Eskişehir,Isparta,223.73,4073.72,Kamyonet,0,1,5600,8777.23
2026-05-16,Eskişehir,Kütahya,61.01,5019.95,Kamyonet,0,1,5600,5848.11
2026-05-16,Eskişehir,Manisa,295.86,11520.93,Kamyon,0,1,12000,13851.09
2026-05-16,Eskişehir,Mardin,927.79,6106.51,Kamyon,0,1,12000,27121.65
2026-05-16,Eskişehir,Mersin,488.15,6307.08,Kamyon,0,1,12000,17889.23
2026-05-16,Eskişehir,Tekirdağ,287.76,10573.27,Kamyon,0,1,12000,13680.86
2026-05-16,Eskişehir,Yalova,144.1,16420.91,Tır,0,1,22400,15302.54
2026-05-16,Eskişehir,İstanbul,189.23,10322.02,Kamyon,0,1,12000,11611.79
2026-05-16,Eskişehir,Şanlıurfa,776.72,6290.76,Kamyon,0,1,12000,23949.03
2026-05-16,Kocaeli,Balıkesir,216.16,28065.1,Kamyon,1,0,12000,7161.56
2026-05-16,Kocaeli,Balıkesir,216.16,28065.1,Tır,0,1,22400,17103.9
2026-05-16,Kocaeli,Bilecik,78.57,16141.47,Tır,0,1,22400,13664.3
2026-05-16,Kocaeli,Erzincan,824.41,11318.93,Kamyon,0,1,12000,24950.69
2026-05-16,Kocaeli,Eskişehir,131.4,21409.07,Tır,0,1,22400,14985.1
2026-05-16,Kocaeli,Isparta,348.3,7263.69,Kamyon,0,1,12000,14952.28
2026-05-16,Kocaeli,Kütahya,159.98,9264.95,Kamyon,0,1,12000,10997.51
2026-05-16,Kocaeli,Manisa,325.08,17808.74,Tır,0,1,22400,19827.12
2026-05-16,Kocaeli,Mardin,1013.99,11498.99,Kamyon,0,1,12000,28931.82
2026-05-16,Kocaeli,Mersin,610.19,18161.99,Tır,0,1,22400,26954.69
2026-05-16,Kocaeli,Sivas,617.37,7365.72,Kamyon,0,1,12000,20602.72
2026-05-16,Kocaeli,Tekirdağ,199.62,29909.87,Kamyon,0,1,12000,11830.04
2026-05-16,Kocaeli,Tekirdağ,199.62,29909.87,Tır,1,0,22400,9595.07
2026-05-16,Kocaeli,Yalova,56.51,33195.52,Kamyon,0,1,12000,8824.64
2026-05-16,Kocaeli,Yalova,56.51,33195.52,Tır,1,0,22400,7734.59
2026-05-16,Kocaeli,İstanbul,77.8,25987.93,Kamyonet,0,1,5600,6150.36
2026-05-16,Kocaeli,İstanbul,77.8,25987.93,Tır,1,0,22400,8011.37
2026-05-16,Kocaeli,Şanlıurfa,872.41,12872.82,Tır,0,1,22400,33510.22
2026-05-16,Kütahya,Eskişehir,61.01,3051.19,Kamyonet,0,1,5600,5848.11
2026-05-16,Manisa,Balıkesir,120.96,21019.29,Tır,0,1,22400,14723.93
2026-05-16,Manisa,Bilecik,277.54,17151.33,Tır,0,1,22400,18638.49
2026-05-16,Manisa,Denizli,172.5,6587.78,Kamyon,0,1,12000,11260.48
2026-05-16,Manisa,Eskişehir,295.86,16583.99,Tır,0,1,22400,19096.53
2026-05-16,Manisa,Isparta,289.36,12801.05,Tır,0,1,22400,18933.9
2026-05-16,Manisa,Kütahya,237.82,13573.71,Tır,0,1,22400,17645.62
2026-05-16,Manisa,Mersin,665.04,8956.47,Kamyon,0,1,12000,21603.81
2026-05-16,Manisa,Sivas,835.53,5137.37,Kamyonet,0,1,5600,19789.56
2026-05-16,Manisa,Tekirdağ,262.4,17288.9,Tır,0,1,22400,18260.09
2026-05-16,Manisa,Yalova,275.24,22466.58,Kamyon,0,2,24000,26836.04
2026-05-16,Manisa,İstanbul,296.78,15477.31,Tır,0,1,22400,19119.58
2026-05-16,Mersin,Eskişehir,488.15,4592.95,Kamyonet,0,1,5600,13536.76
2026-05-16,Mersin,Manisa,665.04,2023.29,Kamyonet,0,1,5600,16720.7
2026-05-16,Sivas,Eskişehir,555.25,8240.28,Kamyon,0,1,12000,19298.29
2026-05-16,Tekirdağ,Balıkesir,151.17,14325.21,Tır,0,1,22400,15479.16
2026-05-16,Tekirdağ,Bilecik,227.85,9383.86,Kamyon,0,1,12000,12422.75
2026-05-16,Tekirdağ,Denizli,380.85,2838.72,Kamyonet,0,1,5600,11605.29
2026-05-16,Tekirdağ,Eskişehir,287.76,17565.53,Tır,0,1,22400,18893.88
2026-05-16,Tekirdağ,Isparta,442.85,2707.63,Kamyonet,0,1,5600,12721.38
2026-05-16,Tekirdağ,Karaman,649.58,2401.79,Kamyonet,0,1,5600,16442.45
2026-05-16,Tekirdağ,Kütahya,272.41,5993.61,Kamyon,0,1,12000,13358.59
2026-05-16,Tekirdağ,Manisa,262.4,16502.48,Tır,0,1,22400,18260.09
2026-05-16,Tekirdağ,Mersin,771.42,4499.42,Kamyonet,0,1,5600,18635.54
2026-05-16,Tekirdağ,Yalova,152.15,22530.64,Kamyon,0,2,24000,21666.16
2026-05-16,Tekirdağ,Zonguldak,362.48,3908.39,Kamyonet,0,1,5600,11274.57
2026-05-16,Tekirdağ,İstanbul,123.16,16446.44,Tır,0,1,22400,14778.97
2026-05-16,Tekirdağ,Şanlıurfa,1061.73,3473.57,Kamyonet,0,1,5600,23861.22
2026-05-16,Yalova,Balıkesir,161.99,19573.2,Tır,0,1,22400,15749.82
2026-05-16,Yalova,Bilecik,82.0,10701.31,Kamyon,0,1,12000,9359.96
2026-05-16,Yalova,Eskişehir,144.1,23374.06,Kamyon,1,1,24000,17105.16
2026-05-16,Yalova,Kütahya,150.09,7644.9,Kamyon,0,1,12000,10789.98
2026-05-16,Yalova,Manisa,275.24,20862.29,Tır,0,1,22400,18580.98
2026-05-16,Yalova,Mersin,632.22,11388.26,Kamyon,0,1,12000,20914.68
2026-05-16,Yalova,Tekirdağ,152.15,22380.76,Tır,0,1,22400,15503.67
2026-05-16,Yalova,İstanbul,46.63,21865.56,Tır,0,1,22400,12865.87
2026-05-16,İstanbul,Balıkesir,177.45,31846.7,Kamyon,0,1,12000,11364.51
2026-05-16,İstanbul,Balıkesir,177.45,31846.7,Tır,1,0,22400,9306.89
2026-05-16,İstanbul,Bilecik,127.42,17955.36,Tır,0,1,22400,14885.6
2026-05-16,İstanbul,Denizli,359.47,7755.15,Kamyon,0,1,12000,15186.84
2026-05-16,İstanbul,Erzincan,901.58,15048.8,Tır,0,1,22400,34239.38
2026-05-16,İstanbul,Eskişehir,189.23,34537.66,Tır,2,0,44800,18919.94
2026-05-16,İstanbul,Isparta,385.29,11883.6,Kamyon,0,1,12000,15729.1
2026-05-16,İstanbul,Karaman,562.11,8277.43,Kamyon,0,1,12000,19442.25
2026-05-16,İstanbul,Kütahya,196.46,13332.92,Tır,0,1,22400,16611.53
2026-05-16,İstanbul,Manisa,296.78,34350.0,Kamyon,0,1,12000,13870.45
2026-05-16,İstanbul,Manisa,296.78,34350.0,Tır,1,0,22400,10858.18
