date,source,destination,q10,q50,q90,forecast_demand
2026-05-14,İstanbul,Şanlıurfa,6816.68,9285.68,14576.4,14576.4
2026-05-14,Şanlıurfa,Eskişehir,3769.73,4742.75,6827.8,6827.8
2026-05-14,Şanlıurfa,Manisa,0.0,275.56,2983.63,2983.63
2026-05-14,Şanlıurfa,Tekirdağ,3403.48,4414.96,6582.41,6582.41
2026-05-15,Balıkesir,Bilecik,2038.3,3069.0,5277.65,5277.65
2026-05-15,Balıkesir,Eskişehir,7510.25,9275.2,13057.24,13057.24
2026-05-15,Balıkesir,Manisa,7475.19,9301.55,13215.19,13215.19
2026-05-15,Balıkesir,Tekirdağ,6552.58,8244.6,11870.36,11870.36
2026-05-15,Balıkesir,Yalova,7950.51,10076.55,14632.34,14632.34
2026-05-15,Balıkesir,İstanbul,7056.44,8688.88,12186.97,12186.97
2026-05-15,Bilecik,Eskişehir,5174.48,6400.1,9026.42,9026.42
2026-05-15,Bilecik,Manisa,5403.19,6672.88,9393.64,9393.64
2026-05-15,Eskişehir,Balıkesir,6747.54,8442.46,12074.44,12074.44
2026-05-15,Eskişehir,Bilecik,5040.43,6251.56,8846.84,8846.84
2026-05-15,Eskişehir,Erzincan,3891.36,4834.5,6855.52,6855.52
2026-05-15,Eskişehir,Isparta,2333.9,2961.84,4307.42,4307.42
2026-05-15,Eskişehir,Kütahya,3322.28,4165.56,5972.6,5972.6
2026-05-15,Eskişehir,Manisa,7800.48,9734.76,13879.65,13879.65
2026-05-15,Eskişehir,Mardin,4167.5,5140.43,7225.29,7225.29
2026-05-15,Eskişehir,Mersin,4092.83,5153.96,7427.81,7427.81
2026-05-15,Eskişehir,Tekirdağ,7469.65,9288.0,13184.47,13184.47
2026-05-15,Eskişehir,Yalova,11438.51,14326.2,20514.11,20514.11
2026-05-15,Eskişehir,İstanbul,7571.26,9369.6,13223.18,13223.18
2026-05-15,Eskişehir,Şanlıurfa,4358.49,5395.45,7617.51,7617.51
2026-05-15,Kocaeli,Balıkesir,17620.47,20812.95,27653.98,27653.98
2026-05-15,Kocaeli,Bilecik,10225.38,12050.14,15960.35,15960.35
2026-05-15,Kocaeli,Erzincan,8455.73,9761.25,12558.78,12558.78
2026-05-15,Kocaeli,Eskişehir,11077.42,13395.2,18361.87,18361.87
2026-05-15,Kocaeli,Isparta,5204.86,6176.1,8257.34,8257.34
2026-05-15,Kocaeli,Kütahya,6101.6,7363.86,10068.71,10068.71
2026-05-15,Kocaeli,Manisa,9505.91,11473.41,15689.48,15689.48
2026-05-15,Kocaeli,Mardin,8048.5,9334.17,12089.18,12089.18
2026-05-15,Kocaeli,Mersin,11119.13,13363.95,18174.29,18174.29
2026-05-15,Kocaeli,Sivas,4635.14,5665.3,7872.78,7872.78
2026-05-15,Kocaeli,Tekirdağ,17038.07,20573.85,28150.52,28150.52
2026-05-15,Kocaeli,Yalova,21490.21,25822.52,35106.03,35106.03
2026-05-15,Kocaeli,İstanbul,17509.34,20652.48,27387.79,27387.79
2026-05-15,Kocaeli,Şanlıurfa,9042.97,10554.36,13793.04,13793.04
2026-05-15,Kütahya,Eskişehir,1914.37,2490.0,3723.49,3723.49
2026-05-15,Manisa,Balıkesir,15644.69,18683.46,25195.11,25195.11
2026-05-15,Manisa,Bilecik,8953.33,11222.65,16085.47,16085.47
2026-05-15,Manisa,Denizli,3111.94,4114.8,6263.78,6263.78
2026-05-15,Manisa,Eskişehir,13034.39,15652.44,21262.55,21262.55
2026-05-15,Manisa,Isparta,9469.09,11255.4,15083.21,15083.21
2026-05-15,Manisa,Kütahya,9681.56,11460.29,15271.85,15271.85
2026-05-15,Manisa,Mersin,0.0,592.95,5097.27,5097.27
2026-05-15,Manisa,Sivas,3671.14,4822.26,7288.95,7288.95
2026-05-15,Manisa,Tekirdağ,14549.82,17602.2,24143.0,24143.0
2026-05-15,Manisa,Yalova,17180.13,20856.0,28732.86,28732.86
2026-05-15,Manisa,İstanbul,11986.47,14581.32,20141.71,20141.71
2026-05-15,Mersin,Eskişehir,3020.52,3749.46,5311.47,5311.47
2026-05-15,Mersin,Manisa,0.0,109.98,2004.57,2004.57
2026-05-15,Sivas,Eskişehir,5714.65,6952.5,9605.03,9605.03
2026-05-15,Tekirdağ,Balıkesir,10386.24,13061.44,18794.01,18794.01
2026-05-15,Tekirdağ,Bilecik,6917.8,8576.92,12132.18,12132.18
2026-05-15,Tekirdağ,Denizli,1060.85,1867.88,3597.24,3597.24
2026-05-15,Tekirdağ,Eskişehir,12890.81,16271.29,23515.18,23515.18
2026-05-15,Tekirdağ,Isparta,3826.73,4974.48,7433.95,7433.95
2026-05-15,Tekirdağ,Karaman,3096.53,4037.6,6054.17,6054.17
2026-05-15,Tekirdağ,Kütahya,2747.69,3841.6,6185.69,6185.69
2026-05-15,Tekirdağ,Manisa,9084.82,12088.44,18524.78,18524.78
2026-05-15,Tekirdağ,Mersin,1902.49,3732.14,7652.83,7652.83
2026-05-15,Tekirdağ,Yalova,16151.3,20321.88,29258.83,29258.83
2026-05-15,Tekirdağ,Zonguldak,2645.35,3348.15,4854.14,4854.14
2026-05-15,Tekirdağ,İstanbul,12419.65,15429.04,21877.73,21877.73
2026-05-15,Tekirdağ,Şanlıurfa,4316.08,5714.45,8710.97,8710.97
2026-05-15,Yalova,Balıkesir,15495.75,19263.72,27337.95,27337.95
2026-05-15,Yalova,Bilecik,8742.46,10859.12,15394.81,15394.81
2026-05-15,Yalova,Eskişehir,18617.37,23396.85,33638.59,33638.59
2026-05-15,Yalova,Kütahya,5494.97,6923.84,9985.7,9985.7
2026-05-15,Yalova,Manisa,16831.43,20905.96,29637.1,29637.1
2026-05-15,Yalova,Mersin,9061.58,11205.6,15799.94,15799.94
2026-05-15,Yalova,Tekirdağ,18842.32,23299.84,32851.66,32851.66
2026-05-15,Yalova,İstanbul,17748.41,21931.16,30894.19,30894.19
2026-05-15,İstanbul,Balıkesir,25005.23,30396.3,41948.6,41948.6
2026-05-15,İstanbul,Bilecik,14596.17,17658.48,24220.56,24220.56
2026-05-15,İstanbul,Denizli,7331.17,8993.36,12555.19,12555.19
2026-05-15,İstanbul,Erzincan,11632.79,14238.72,19822.85,19822.85
2026-05-15,İstanbul,Eskişehir,25669.75,31577.4,44236.66,44236.66
2026-05-15,İstanbul,Isparta,9507.18,11435.73,15568.35,15568.35
2026-05-15,İstanbul,Karaman,2918.15,4419.67,7637.21,7637.21
2026-05-15,İstanbul,Kütahya,11767.71,13946.36,18614.9,18614.9
2026-05-15,İstanbul,Manisa,25822.7,31609.2,44008.84,44008.84
2026-05-15,İstanbul,Mardin,10712.19,13092.63,18193.57,18193.57
2026-05-15,İstanbul,Mersin,16906.6,20390.36,27855.57,27855.57
2026-05-15,İstanbul,Sivas,9440.79,11359.76,15471.84,15471.84
2026-05-15,İstanbul,Tekirdağ,21139.5,26008.65,36442.54,36442.54
2026-05-15,İstanbul,Yalova,26737.96,32942.21,46237.03,46237.03
2026-05-15,İstanbul,Zonguldak,7342.23,8917.37,12292.68,12292.68
2026-05-15,İstanbul,Şanlıurfa,11721.76,14190.76,19481.48,19481.48
2026-05-15,Şanlıurfa,Eskişehir,4024.75,4997.77,7082.82,7082.82
2026-05-15,Şanlıurfa,Manisa,1893.55,3157.32,5865.39,5865.39
2026-05-15,Şanlıurfa,Tekirdağ,3787.54,4799.02,6966.47,6966.47
2026-05-16,Balıkesir,Bilecik,2611.18,3641.88,5850.53,5850.53
2026-05-16,Balıkesir,Eskişehir,4555.65,6320.6,10102.64,10102.64
2026-05-16,Balıkesir,Manisa,4891.23,6717.59,10631.23,10631.23
2026-05-16,Balıkesir,Tekirdağ,4394.06,6086.08,9711.84,9711.84
2026-05-16,Balıkesir,Yalova,5706.73,7832.77,12388.56,12388.56
2026-05-16,Balıkesir,İstanbul,4311.67,5944.11,9442.2,9442.2
2026-05-16,Bilecik,Eskişehir,4135.3,5360.92,7987.24,7987.24
2026-05-16,Bilecik,Manisa,4934.75,6204.44,8925.2,8925.2
2026-05-16,Eskişehir,Balıkesir,4838.23,6533.15,10165.13,10165.13
2026-05-16,Eskişehir,Bilecik,3192.4,4403.53,6998.81,6998.81
2026-05-16,Eskişehir,Erzincan,2230.36,3173.5,5194.52,5194.52
2026-05-16,Eskişehir,Isparta,2100.2,2728.14,4073.72,4073.72
2026-05-16,Eskişehir,Kütahya,2369.63,3212.91,5019.95,5019.95
2026-05-16,Eskişehir,Manisa,5441.76,7376.04,11520.93,11520.93
2026-05-16,Eskişehir,Mardin,3048.72,4021.65,6106.51,6106.51
2026-05-16,Eskişehir,Mersin,2972.1,4033.23,6307.08,6307.08
2026-05-16,Eskişehir,Tekirdağ,4858.45,6676.8,10573.27,10573.27
2026-05-16,Eskişehir,Yalova,7345.31,10233.0,16420.91,16420.91
2026-05-16,Eskişehir,İstanbul,4670.1,6468.44,10322.02,10322.02
2026-05-16,Eskişehir,Şanlıurfa,3031.74,4068.7,6290.76,6290.76
2026-05-16,Kocaeli,Balıkesir,18031.59,21224.07,28065.1,28065.1
2026-05-16,Kocaeli,Bilecik,10406.5,12231.26,16141.47,16141.47
2026-05-16,Kocaeli,Erzincan,7215.88,8521.4,11318.93,11318.93
2026-05-16,Kocaeli,Eskişehir,14124.62,16442.4,21409.07,21409.07
2026-05-16,Kocaeli,Isparta,4211.21,5182.45,7263.69,7263.69
2026-05-16,Kocaeli,Kütahya,5297.84,6560.1,9264.95,9264.95
2026-05-16,Kocaeli,Manisa,11625.17,13592.67,17808.74,17808.74
2026-05-16,Kocaeli,Mardin,7458.31,8743.98,11498.99,11498.99
2026-05-16,Kocaeli,Mersin,11106.83,13351.65,18161.99,18161.99
2026-05-16,Kocaeli,Sivas,4128.08,5158.24,7365.72,7365.72
2026-05-16,Kocaeli,Tekirdağ,18797.42,22333.2,29909.87,29909.87
2026-05-16,Kocaeli,Yalova,19579.7,23912.01,33195.52,33195.52
2026-05-16,Kocaeli,İstanbul,16109.48,19252.62,25987.93,25987.93
2026-05-16,Kocaeli,Şanlıurfa,8122.75,9634.14,12872.82,12872.82
2026-05-16,Kütahya,Eskişehir,1242.07,1817.7,3051.19,3051.19
2026-05-16,Manisa,Balıkesir,11468.87,14507.64,21019.29,21019.29
2026-05-16,Manisa,Bilecik,10019.19,12288.51,17151.33,17151.33
2026-05-16,Manisa,Denizli,3435.94,4438.8,6587.78,6587.78
2026-05-16,Manisa,Eskişehir,8355.83,10973.88,16583.99,16583.99
2026-05-16,Manisa,Isparta,7186.93,8973.24,12801.05,12801.05
2026-05-16,Manisa,Kütahya,7983.42,9762.15,13573.71,13573.71
2026-05-16,Manisa,Mersin,2350.13,4452.15,8956.47,8956.47
2026-05-16,Manisa,Sivas,1519.56,2670.68,5137.37,5137.37
2026-05-16,Manisa,Tekirdağ,7695.72,10748.1,17288.9,17288.9
2026-05-16,Manisa,Yalova,10913.85,14589.72,22466.58,22466.58
2026-05-16,Manisa,İstanbul,7322.07,9916.92,15477.31,15477.31
2026-05-16,Mersin,Eskişehir,2302.0,3030.94,4592.95,4592.95
2026-05-16,Mersin,Manisa,0.0,128.7,2023.29,2023.29
2026-05-16,Sivas,Eskişehir,4349.9,5587.75,8240.28,8240.28
2026-05-16,Tekirdağ,Balıkesir,5917.44,8592.64,14325.21,14325.21
2026-05-16,Tekirdağ,Bilecik,4169.48,5828.6,9383.86,9383.86
2026-05-16,Tekirdağ,Denizli,302.33,1109.36,2838.72,2838.72
2026-05-16,Tekirdağ,Eskişehir,6941.16,10321.64,17565.53,17565.53
2026-05-16,Tekirdağ,Isparta,0.0,248.16,2707.63,2707.63
2026-05-16,Tekirdağ,Karaman,0.0,385.22,2401.79,2401.79
2026-05-16,Tekirdağ,Kütahya,2555.61,3649.52,5993.61,5993.61
2026-05-16,Tekirdağ,Manisa,7062.52,10066.14,16502.48,16502.48
2026-05-16,Tekirdağ,Mersin,0.0,578.73,4499.42,4499.42
2026-05-16,Tekirdağ,Yalova,9423.11,13593.69,22530.64,22530.64
2026-05-16,Tekirdağ,Zonguldak,1699.6,2402.4,3908.39,3908.39
2026-05-16,Tekirdağ,İstanbul,6988.36,9997.75,16446.44,16446.44
2026-05-16,Tekirdağ,Şanlıurfa,0.0,477.05,3473.57,3473.57
2026-05-16,Yalova,Balıkesir,7731.0,11498.97,19573.2,19573.2
2026-05-16,Yalova,Bilecik,4048.96,6165.62,10701.31,10701.31
2026-05-16,Yalova,Eskişehir,8352.84,13132.32,23374.06,23374.06
2026-05-16,Yalova,Kütahya,3154.17,4583.04,7644.9,7644.9
2026-05-16,Yalova,Manisa,8056.62,12131.15,20862.29,20862.29
2026-05-16,Yalova,Mersin,4649.9,6793.92,11388.26,11388.26
2026-05-16,Yalova,Tekirdağ,8371.42,12828.94,22380.76,22380.76
2026-05-16,Yalova,İstanbul,8719.78,12902.53,21865.56,21865.56
2026-05-16,İstanbul,Balıkesir,14903.33,20294.4,31846.7,31846.7
2026-05-16,İstanbul,Bilecik,8330.97,11393.28,17955.36,17955.36
2026-05-16,İstanbul,Denizli,2531.13,4193.32,7755.15,7755.15
2026-05-16,İstanbul,Erzincan,6858.74,9464.67,15048.8,15048.8
2026-05-16,İstanbul,Eskişehir,15970.75,21878.4,34537.66,34537.66
2026-05-16,İstanbul,Isparta,5822.43,7750.98,11883.6,11883.6
2026-05-16,İstanbul,Karaman,3558.37,5059.89,8277.43,8277.43
2026-05-16,İstanbul,Kütahya,6485.73,8664.38,13332.92,13332.92
2026-05-16,İstanbul,Manisa,16163.86,21950.36,34350.0,34350.0
2026-05-16,İstanbul,Mardin,6255.06,8635.5,13736.44,13736.44
2026-05-16,İstanbul,Mersin,10073.8,13557.56,21022.77,21022.77
2026-05-16,İstanbul,Sivas,5292.63,7211.6,11323.68,11323.68
2026-05-16,İstanbul,Tekirdağ,10448.94,15318.09,25751.98,25751.98
2026-05-16,İstanbul,Yalova,14495.03,20699.28,33994.1,33994.1
2026-05-16,İstanbul,Zonguldak,4409.42,5984.56,9359.87,9359.87
2026-05-16,İstanbul,Şanlıurfa,7514.0,9983.0,15273.72,15273.72
2026-05-16,Şanlıurfa,Eskişehir,2758.98,3732.0,5817.05,5817.05
2026-05-16,Şanlıurfa,Manisa,3264.71,4528.48,7236.55,7236.55
2026-05-16,Şanlıurfa,Tekirdağ,2756.46,3767.94,5935.39,5935.39
2026-05-17,Balıkesir,Bilecik,0.0,226.92,2435.57,2435.57
2026-05-17,Balıkesir,Eskişehir,0.0,146.2,3928.24,3928.24
2026-05-17,Balıkesir,Manisa,0.0,511.85,4425.49,4425.49
2026-05-17,Balıkesir,Tekirdağ,0.0,160.16,3785.92,3785.92
2026-05-17,Balıkesir,Yalova,0.0,201.19,4756.98,4756.98
2026-05-17,Balıkesir,İstanbul,0.0,284.54,3782.63,3782.63
2026-05-17,Bilecik,Eskişehir,0.0,249.76,2876.08,2876.08
2026-05-17,Bilecik,Manisa,0.0,229.44,2950.2,2950.2
2026-05-17,Eskişehir,Balıkesir,0.0,377.91,4009.89,4009.89
2026-05-17,Eskişehir,Bilecik,0.0,290.52,2885.8,2885.8
2026-05-17,Eskişehir,Erzincan,0.0,217.25,2238.27,2238.27
2026-05-17,Eskişehir,Isparta,0.0,194.34,1539.92,1539.92
2026-05-17,Eskişehir,Kütahya,0.0,185.31,1992.35,1992.35
2026-05-17,Eskişehir,Manisa,0.0,582.12,4727.01,4727.01
2026-05-17,Eskişehir,Mardin,0.0,198.6,2283.46,2283.46
2026-05-17,Eskişehir,Mersin,0.0,279.6,2553.45,2553.45
2026-05-17,Eskişehir,Tekirdağ,0.0,506.4,4402.87,4402.87
2026-05-17,Eskişehir,Yalova,0.0,850.5,7038.41,7038.41
2026-05-17,Eskişehir,İstanbul,0.0,317.2,4170.78,4170.78
2026-05-17,Eskişehir,Şanlıurfa,0.0,237.9,2459.96,2459.96
2026-05-17,Kocaeli,Balıkesir,11048.26,14240.74,21081.77,21081.77
2026-05-17,Kocaeli,Bilecik,5770.96,7595.72,11505.93,11505.93
2026-05-17,Kocaeli,Erzincan,5277.33,6582.85,9380.38,9380.38
2026-05-17,Kocaeli,Eskişehir,8581.42,10899.2,15865.87,15865.87
2026-05-17,Kocaeli,Isparta,3116.41,4087.65,6168.89,6168.89
2026-05-17,Kocaeli,Kütahya,4328.6,5590.86,8295.71,8295.71
2026-05-17,Kocaeli,Manisa,5429.63,7397.13,11613.2,11613.2
2026-05-17,Kocaeli,Mardin,4816.78,6102.45,8857.46,8857.46
2026-05-17,Kocaeli,Mersin,7835.03,10079.85,14890.19,14890.19
2026-05-17,Kocaeli,Sivas,3871.42,4901.58,7109.06,7109.06
2026-05-17,Kocaeli,Tekirdağ,11010.77,14546.55,22123.22,22123.22
2026-05-17,Kocaeli,Yalova,14600.12,18932.43,28215.94,28215.94
2026-05-17,Kocaeli,İstanbul,10691.84,13834.98,20570.29,20570.29
2026-05-17,Kocaeli,Şanlıurfa,5280.71,6792.1,10030.78,10030.78
2026-05-17,Kütahya,Eskişehir,0.0,94.62,1328.11,1328.11
2026-05-17,Manisa,Balıkesir,2494.79,5533.56,12045.21,12045.21
2026-05-17,Manisa,Bilecik,2145.83,4415.15,9277.97,9277.97
2026-05-17,Manisa,Denizli,532.9,1535.76,3684.74,3684.74
2026-05-17,Manisa,Eskişehir,0.0,1791.72,7401.83,7401.83
2026-05-17,Manisa,Isparta,2409.49,4195.8,8023.61,8023.61
2026-05-17,Manisa,Kütahya,2751.08,4529.81,8341.37,8341.37
2026-05-17,Manisa,Mersin,0.0,891.1,5395.42,5395.42
2026-05-17,Manisa,Sivas,0.0,640.82,3107.51,3107.51
2026-05-17,Manisa,Tekirdağ,0.0,2280.3,8821.1,8821.1
2026-05-17,Manisa,Yalova,0.0,3245.32,11122.18,11122.18
2026-05-17,Manisa,İstanbul,0.0,1352.0,6912.39,6912.39
2026-05-17,Mersin,Eskişehir,0.0,311.19,1873.2,1873.2
2026-05-17,Mersin,Manisa,0.0,215.28,2109.87,2109.87
2026-05-17,Sivas,Eskişehir,0.0,1205.1,3857.63,3857.63
2026-05-17,Tekirdağ,Balıkesir,0.0,448.84,6181.41,6181.41
2026-05-17,Tekirdağ,Bilecik,0.0,405.3,3960.56,3960.56
2026-05-17,Tekirdağ,Denizli,0.0,125.44,1854.8,1854.8
2026-05-17,Tekirdağ,Eskişehir,0.0,958.82,8202.71,8202.71
2026-05-17,Tekirdağ,Isparta,0.0,308.32,2767.79,2767.79
2026-05-17,Tekirdağ,Karaman,0.0,317.24,2333.81,2333.81
2026-05-17,Tekirdağ,Kütahya,0.0,327.32,2671.41,2671.41
2026-05-17,Tekirdağ,Manisa,0.0,669.06,7105.4,7105.4
2026-05-17,Tekirdağ,Mersin,0.0,544.35,4465.04,4465.04
2026-05-17,Tekirdağ,Yalova,0.0,1098.48,10035.43,10035.43
2026-05-17,Tekirdağ,Zonguldak,0.0,142.35,1648.34,1648.34
2026-05-17,Tekirdağ,İstanbul,0.0,799.82,7248.51,7248.51
2026-05-17,Tekirdağ,Şanlıurfa,0.0,424.27,3420.79,3420.79
2026-05-17,Yalova,Balıkesir,0.0,1110.27,9184.5,9184.5
2026-05-17,Yalova,Bilecik,0.0,545.34,5081.03,5081.03
2026-05-17,Yalova,Eskişehir,0.0,964.65,11206.39,11206.39
2026-05-17,Yalova,Kütahya,0.0,359.04,3420.9,3420.9
2026-05-17,Yalova,Manisa,0.0,913.56,9644.7,9644.7
2026-05-17,Yalova,Mersin,0.0,675.36,5269.7,5269.7
2026-05-17,Yalova,Tekirdağ,0.0,981.96,10533.78,10533.78
2026-05-17,Yalova,İstanbul,0.0,984.18,9947.21,9947.21
2026-05-17,İstanbul,Balıkesir,0.0,2708.94,14261.24,14261.24
2026-05-17,İstanbul,Bilecik,0.0,1360.68,7922.76,7922.76
2026-05-17,İstanbul,Denizli,0.0,1308.24,4870.07,4870.07
2026-05-17,İstanbul,Erzincan,0.0,2141.37,7725.5,7725.5
2026-05-17,İstanbul,Eskişehir,0.0,1884.15,14543.41,14543.41
2026-05-17,İstanbul,Isparta,0.0,1508.58,5641.2,5641.2
2026-05-17,İstanbul,Karaman,0.0,1073.31,4290.85,4290.85
2026-05-17,İstanbul,Kütahya,0.0,1688.18,6356.72,6356.72
2026-05-17,İstanbul,Manisa,0.0,2663.92,15063.56,15063.56
2026-05-17,İstanbul,Mardin,0.0,1796.79,6897.73,6897.73
2026-05-17,İstanbul,Mersin,0.0,2648.44,10113.65,10113.65
2026-05-17,İstanbul,Sivas,0.0,1785.02,5897.1,5897.1
2026-05-17,İstanbul,Tekirdağ,0.0,1693.89,12127.78,12127.78
2026-05-17,İstanbul,Yalova,0.0,1901.06,15195.88,15195.88
2026-05-17,İstanbul,Zonguldak,0.0,1389.72,4765.03,4765.03
2026-05-17,İstanbul,Şanlıurfa,0.0,1498.94,6789.66,6789.66
2026-05-17,Şanlıurfa,Eskişehir,0.0,230.14,2315.19,2315.19
2026-05-17,Şanlıurfa,Manisa,0.0,255.64,2963.71,2963.71
2026-05-17,Şanlıurfa,Tekirdağ,0.0,228.36,2395.81,2395.81
