date,slot,source,destination,q10,q50,q90,recommended_demand,safety_buffer,risk_class,route_label
2026-06-30,09:00,Denizli,Manisa,0.0,29.9565,31.9884,30.9725,1.016,LOW,Denizli → Manisa
2026-06-30,09:00,Denizli,Mardin,4.6983,14.0379,55.338,34.688,20.6501,LOW,Denizli → Mardin
2026-06-30,09:00,Denizli,Mersin,0.0,13.8884,15.0962,14.4923,0.6039,LOW,Denizli → Mersin
2026-06-30,09:00,Denizli,Sivas,1.7144,9.7819,12.9135,11.3477,1.5658,LOW,Denizli → Sivas
2026-06-30,09:00,Denizli,Tekirdağ,0.0,33.8139,36.5459,35.1799,1.366,LOW,Denizli → Tekirdağ
2026-06-30,09:00,Denizli,Yalova,0.0,40.5049,44.1743,42.3396,1.8347,LOW,Denizli → Yalova
2026-06-30,09:00,Denizli,Zonguldak,2.5892,9.048,9.8311,9.4395,0.3915,LOW,Denizli → Zonguldak
2026-06-30,09:00,Denizli,İstanbul,0.0,20.6515,22.2013,21.4264,0.7749,LOW,Denizli → İstanbul
2026-06-30,09:00,Denizli,Şanlıurfa,4.0162,13.4906,54.0114,33.751,20.2604,LOW,Denizli → Şanlıurfa
2026-06-30,09:00,Erzincan,Balıkesir,0.0,62.3675,69.969,66.1682,3.8007,LOW,Erzincan → Balıkesir
2026-06-30,09:00,Erzincan,Bilecik,0.0,14.29,15.9628,15.1264,0.8364,LOW,Erzincan → Bilecik
2026-06-30,09:00,Erzincan,Denizli,2.5913,13.1189,47.9233,30.5211,17.4022,LOW,Erzincan → Denizli
2026-06-30,09:00,Erzincan,Eskişehir,0.0,80.7571,90.9896,85.8734,5.1163,LOW,Erzincan → Eskişehir
2026-06-30,09:00,Erzincan,Isparta,0.4442,12.9777,17.1444,15.0611,2.0834,LOW,Erzincan → Isparta
2026-06-30,09:00,Erzincan,Karaman,1.5095,9.6656,10.682,10.1738,0.5082,LOW,Erzincan → Karaman
2026-06-30,09:00,Erzincan,Kütahya,1.183,11.5996,12.6895,12.1446,0.545,LOW,Erzincan → Kütahya
2026-06-30,09:00,Erzincan,Manisa,0.0,71.7454,81.6523,76.6988,4.9534,LOW,Erzincan → Manisa
2026-06-30,09:00,Erzincan,Mardin,0.0,13.3923,14.7282,14.0602,0.6679,LOW,Erzincan → Mardin
2026-06-30,09:00,Erzincan,Mersin,0.0,66.1742,74.2584,70.2163,4.0421,LOW,Erzincan → Mersin
2026-06-30,09:00,Erzincan,Sivas,0.0,10.7777,12.3944,11.586,0.8083,LOW,Erzincan → Sivas
2026-06-30,09:00,Erzincan,Tekirdağ,0.0,65.8932,74.3751,70.1342,4.241,LOW,Erzincan → Tekirdağ
2026-06-30,09:00,Erzincan,Yalova,0.0,112.5027,127.2261,119.8644,7.3617,LOW,Erzincan → Yalova
2026-06-30,09:00,Erzincan,Zonguldak,1.0046,13.1724,14.4843,13.8283,0.6559,LOW,Erzincan → Zonguldak
2026-06-30,09:00,Erzincan,İstanbul,0.0,106.7273,120.1159,113.4216,6.6943,LOW,Erzincan → İstanbul
2026-06-30,09:00,Erzincan,Şanlıurfa,0.0,44.9351,71.8118,58.3735,13.4384,LOW,Erzincan → Şanlıurfa
2026-06-30,09:00,Eskişehir,Balıkesir,0.0,172.2236,184.1504,178.187,5.9634,LOW,Eskişehir → Balıkesir
2026-06-30,09:00,Eskişehir,Bilecik,0.0,72.0016,80.5843,76.293,4.2914,LOW,Eskişehir → Bilecik
2026-06-30,09:00,Eskişehir,Denizli,0.0,37.209,42.7904,39.9997,2.7907,LOW,Eskişehir → Denizli
2026-06-30,09:00,Eskişehir,Erzincan,0.0,62.0616,70.5974,66.3295,4.2679,LOW,Eskişehir → Erzincan
2026-06-30,09:00,Eskişehir,Isparta,0.0,49.515,56.9423,53.2287,3.7137,LOW,Eskişehir → Isparta
2026-06-30,09:00,Eskişehir,Karaman,0.0,43.4398,49.9557,46.6978,3.258,LOW,Eskişehir → Karaman
2026-06-30,09:00,Eskişehir,Kütahya,0.0,46.8839,53.9165,50.4002,3.5163,LOW,Eskişehir → Kütahya
2026-06-30,09:00,Eskişehir,Manisa,0.0,140.7814,155.5765,148.179,7.3976,LOW,Eskişehir → Manisa
2026-06-30,09:00,Eskişehir,Mardin,0.0,83.169,98.5877,90.8784,7.7094,LOW,Eskişehir → Mardin
2026-06-30,09:00,Eskişehir,Mersin,0.0,72.7628,81.6527,77.2077,4.4449,LOW,Eskişehir → Mersin
2026-06-30,09:00,Eskişehir,Sivas,0.0,43.5378,50.0685,46.8032,3.2654,LOW,Eskişehir → Sivas
2026-06-30,09:00,Eskişehir,Tekirdağ,0.0,206.0863,220.4845,213.2854,7.1991,LOW,Eskişehir → Tekirdağ
2026-06-30,09:00,Eskişehir,Yalova,0.0,174.5853,212.9997,193.7925,19.2072,LOW,Eskişehir → Yalova
2026-06-30,09:00,Eskişehir,Zonguldak,0.0,42.959,49.4028,46.1809,3.2219,LOW,Eskişehir → Zonguldak
2026-06-30,09:00,Eskişehir,İstanbul,0.0,149.5313,187.7589,168.6451,19.1138,LOW,Eskişehir → İstanbul
2026-06-30,09:00,Eskişehir,Şanlıurfa,0.0,82.5147,98.8912,90.7029,8.1882,LOW,Eskişehir → Şanlıurfa
2026-06-30,09:00,Isparta,Balıkesir,0.0,25.5564,29.3898,27.4731,1.9167,LOW,Isparta → Balıkesir
2026-06-30,09:00,Isparta,Bilecik,0.4162,12.2254,13.6117,12.9186,0.6932,LOW,Isparta → Bilecik
2026-06-30,09:00,Isparta,Denizli,0.0162,6.8187,7.8415,7.3301,0.5114,LOW,Isparta → Denizli
2026-06-30,09:00,Isparta,Erzincan,1.0848,7.394,8.3213,7.8577,0.4637,LOW,Isparta → Erzincan
2026-06-30,09:00,Isparta,Eskişehir,0.0,13.5576,15.5913,14.5744,1.0168,LOW,Isparta → Eskişehir
2026-06-30,09:00,Isparta,Karaman,1.0694,5.7497,6.4206,6.0852,0.3355,LOW,Isparta → Karaman
2026-06-30,09:00,Isparta,Kütahya,0.0089,7.1961,8.2755,7.7358,0.5397,LOW,Isparta → Kütahya
2026-06-30,09:00,Isparta,Manisa,2.3704,22.4521,24.8965,23.6743,1.2222,LOW,Isparta → Manisa
2026-06-30,09:00,Isparta,Mardin,0.3805,6.0211,43.0116,24.5164,18.4953,LOW,Isparta → Mardin
2026-06-30,09:00,Isparta,Mersin,0.0,14.7518,16.9646,15.8582,1.1064,LOW,Isparta → Mersin
2026-06-30,09:00,Isparta,Sivas,0.9061,5.8641,6.5874,6.2258,0.3617,LOW,Isparta → Sivas
2026-06-30,09:00,Isparta,Tekirdağ,0.0,20.3294,27.5818,23.9556,3.6262,LOW,Isparta → Tekirdağ
2026-06-30,09:00,Isparta,Yalova,0.0,38.8428,44.0893,41.4661,2.6233,LOW,Isparta → Yalova
2026-06-30,09:00,Isparta,Zonguldak,0.9062,6.1284,6.8745,6.5015,0.3731,LOW,Isparta → Zonguldak
2026-06-30,09:00,Isparta,İstanbul,0.0,48.229,59.1585,53.6937,5.4647,LOW,Isparta → İstanbul
2026-06-30,09:00,Isparta,Şanlıurfa,0.5606,6.5963,7.3574,6.9768,0.3805,LOW,Isparta → Şanlıurfa
2026-06-30,09:00,Karaman,Balıkesir,0.0,54.4402,62.6062,58.5232,4.083,LOW,Karaman → Balıkesir
2026-06-30,09:00,Karaman,Bilecik,0.0,8.443,9.7094,9.0762,0.6332,LOW,Karaman → Bilecik
2026-06-30,09:00,Karaman,Denizli,0.0215,6.3192,7.2671,6.7931,0.4739,LOW,Karaman → Denizli
2026-06-30,09:00,Karaman,Erzincan,0.0,6.8277,7.8519,7.3398,0.5121,LOW,Karaman → Erzincan
2026-06-30,09:00,Karaman,Eskişehir,0.0,14.1204,16.2384,15.1794,1.059,LOW,Karaman → Eskişehir
2026-06-30,09:00,Karaman,Isparta,0.0792,7.2064,8.2873,7.7468,0.5404,LOW,Karaman → Isparta
2026-06-30,09:00,Karaman,Kütahya,0.0,11.7919,13.5606,12.6763,0.8844,LOW,Karaman → Kütahya
2026-06-30,09:00,Karaman,Manisa,0.0,32.3613,36.5278,34.4445,2.0832,LOW,Karaman → Manisa
2026-06-30,09:00,Karaman,Mardin,0.0361,8.7049,9.9409,9.3229,0.618,LOW,Karaman → Mardin
2026-06-30,09:00,Karaman,Mersin,0.0,16.1762,18.6026,17.3894,1.2132,LOW,Karaman → Mersin
2026-06-30,09:00,Karaman,Sivas,0.0258,7.9728,9.1582,8.5655,0.5927,LOW,Karaman → Sivas
2026-06-30,09:00,Karaman,Tekirdağ,0.0,12.0919,13.9057,12.9988,0.9069,LOW,Karaman → Tekirdağ
2026-06-30,09:00,Karaman,Yalova,0.0,27.2718,31.2156,29.2437,1.9719,LOW,Karaman → Yalova
2026-06-30,09:00,Karaman,Zonguldak,0.0,5.7968,6.5414,6.1691,0.3723,LOW,Karaman → Zonguldak
2026-06-30,09:00,Karaman,İstanbul,0.0,25.4363,29.0509,27.2436,1.8073,LOW,Karaman → İstanbul
2026-06-30,09:00,Karaman,Şanlıurfa,0.0011,9.8031,11.2736,10.5383,0.7352,LOW,Karaman → Şanlıurfa
2026-06-30,09:00,Kocaeli,Balıkesir,0.0,429.5193,697.1183,563.3188,133.7995,MEDIUM,Kocaeli → Balıkesir
2026-06-30,09:00,Kocaeli,Bilecik,0.0,192.8428,215.2776,204.0602,11.2174,LOW,Kocaeli → Bilecik
2026-06-30,09:00,Kocaeli,Denizli,0.0,28.5193,32.7972,30.6582,2.1389,LOW,Kocaeli → Denizli
2026-06-30,09:00,Kocaeli,Erzincan,0.0,127.7132,144.8681,136.2906,8.5774,LOW,Kocaeli → Erzincan
2026-06-30,09:00,Kocaeli,Eskişehir,0.0,412.8124,639.2914,526.0519,113.2395,MEDIUM,Kocaeli → Eskişehir
2026-06-30,09:00,Kocaeli,Isparta,0.0,70.734,81.3441,76.0391,5.3051,LOW,Kocaeli → Isparta
2026-06-30,09:00,Kocaeli,Karaman,0.0,116.1181,132.7959,124.457,8.3389,LOW,Kocaeli → Karaman
2026-06-30,09:00,Kocaeli,Kütahya,0.0,169.5359,190.512,180.024,10.4881,LOW,Kocaeli → Kütahya
2026-06-30,09:00,Kocaeli,Manisa,0.0,257.7244,334.5795,296.1519,38.4275,LOW,Kocaeli → Manisa
2026-06-30,09:00,Kocaeli,Mardin,0.0,179.3487,200.5842,189.9665,10.6178,LOW,Kocaeli → Mardin
2026-06-30,09:00,Kocaeli,Mersin,0.0,340.0493,519.3474,429.6983,89.649,MEDIUM,Kocaeli → Mersin
2026-06-30,09:00,Kocaeli,Sivas,0.0,77.6141,89.2215,83.4178,5.8037,LOW,Kocaeli → Sivas
2026-06-30,09:00,Kocaeli,Tekirdağ,8.4068,642.6657,1109.1538,875.9098,233.2441,MEDIUM,Kocaeli → Tekirdağ
2026-06-30,09:00,Kocaeli,Yalova,127.9472,1054.7172,1770.0034,1412.3603,357.6431,MEDIUM,Kocaeli → Yalova
2026-06-30,09:00,Kocaeli,Zonguldak,0.0,89.8672,102.3734,96.1203,6.2531,LOW,Kocaeli → Zonguldak
2026-06-30,09:00,Kocaeli,İstanbul,0.0,432.5888,739.1542,585.8715,153.2827,MEDIUM,Kocaeli → İstanbul
2026-06-30,09:00,Kocaeli,Şanlıurfa,0.0,199.2113,222.4037,210.8075,11.5962,LOW,Kocaeli → Şanlıurfa
2026-06-30,09:00,Kütahya,Balıkesir,0.0,13.9918,16.0905,15.0411,1.0493,LOW,Kütahya → Balıkesir
2026-06-30,09:00,Kütahya,Bilecik,0.1453,8.2997,9.5446,8.9222,0.6225,LOW,Kütahya → Bilecik
2026-06-30,09:00,Kütahya,Denizli,0.0,5.5753,6.3815,5.9784,0.4031,LOW,Kütahya → Denizli
2026-06-30,09:00,Kütahya,Erzincan,0.0,5.0703,5.8309,5.4506,0.3803,LOW,Kütahya → Erzincan
2026-06-30,09:00,Kütahya,Eskişehir,0.0,13.937,16.0276,14.9823,1.0453,LOW,Kütahya → Eskişehir
2026-06-30,09:00,Kütahya,Isparta,0.0077,6.0071,6.9082,6.4576,0.4505,LOW,Kütahya → Isparta
2026-06-30,09:00,Kütahya,Karaman,0.0,4.419,5.0016,4.7103,0.2913,LOW,Kütahya → Karaman
2026-06-30,09:00,Kütahya,Manisa,0.0,14.4215,16.5847,15.5031,1.0816,LOW,Kütahya → Manisa
2026-06-30,09:00,Kütahya,Mardin,0.0,3.8528,4.4308,4.1418,0.289,LOW,Kütahya → Mardin
2026-06-30,09:00,Kütahya,Mersin,0.0208,6.7204,7.7284,7.2244,0.504,LOW,Kütahya → Mersin
2026-06-30,09:00,Kütahya,Sivas,0.0,4.7198,5.3566,5.0382,0.3184,LOW,Kütahya → Sivas
2026-06-30,09:00,Kütahya,Tekirdağ,0.0,12.9512,14.8939,13.9226,0.9714,LOW,Kütahya → Tekirdağ
2026-06-30,09:00,Kütahya,Yalova,0.0,15.4245,17.5598,16.4921,1.0676,LOW,Kütahya → Yalova
2026-06-30,09:00,Kütahya,Zonguldak,0.0,4.9667,5.6366,5.3016,0.3349,LOW,Kütahya → Zonguldak
2026-06-30,09:00,Kütahya,İstanbul,0.0,11.3279,13.0271,12.1775,0.8496,LOW,Kütahya → İstanbul
2026-06-30,09:00,Kütahya,Şanlıurfa,0.0,3.8393,4.4152,4.1272,0.2879,LOW,Kütahya → Şanlıurfa
2026-06-30,09:00,Manisa,Balıkesir,16.5863,516.0966,752.3056,634.2011,118.1045,LOW,Manisa → Balıkesir
2026-06-30,09:00,Manisa,Bilecik,0.0,295.9982,321.7883,308.8932,12.895,LOW,Manisa → Bilecik
2026-06-30,09:00,Manisa,Denizli,0.0,175.0512,195.9625,185.5069,10.4557,LOW,Manisa → Denizli
2026-06-30,09:00,Manisa,Erzincan,0.0,179.5059,201.303,190.4045,10.8986,LOW,Manisa → Erzincan
2026-06-30,09:00,Manisa,Eskişehir,0.0,370.1006,444.0838,407.0922,36.9916,LOW,Manisa → Eskişehir
2026-06-30,09:00,Manisa,Isparta,0.0,186.6952,205.3117,196.0035,9.3083,LOW,Manisa → Isparta
2026-06-30,09:00,Manisa,Karaman,0.0,89.9194,102.582,96.2507,6.3313,LOW,Manisa → Karaman
2026-06-30,09:00,Manisa,Kütahya,0.0,233.3201,257.7301,245.5251,12.205,LOW,Manisa → Kütahya
2026-06-30,09:00,Manisa,Mardin,0.0,259.0952,284.8281,271.9617,12.8665,LOW,Manisa → Mardin
2026-06-30,09:00,Manisa,Mersin,0.0,258.7923,284.9798,271.8861,13.0938,LOW,Manisa → Mersin
2026-06-30,09:00,Manisa,Sivas,0.0,144.3919,162.0875,153.2397,8.8478,LOW,Manisa → Sivas
2026-06-30,09:00,Manisa,Tekirdağ,13.1201,559.9513,805.2697,682.6105,122.6592,LOW,Manisa → Tekirdağ
2026-06-30,09:00,Manisa,Yalova,3.1878,499.0642,747.9848,623.5245,124.4603,MEDIUM,Manisa → Yalova
2026-06-30,09:00,Manisa,Zonguldak,0.0,58.3521,67.0571,62.7046,4.3525,LOW,Manisa → Zonguldak
2026-06-30,09:00,Manisa,İstanbul,0.0,337.0891,364.0473,350.5682,13.4791,LOW,Manisa → İstanbul
2026-06-30,09:00,Manisa,Şanlıurfa,0.0,214.1272,234.7254,224.4263,10.2991,LOW,Manisa → Şanlıurfa
2026-06-30,09:00,Mardin,Balıkesir,0.0,41.733,47.2654,44.4992,2.7662,LOW,Mardin → Balıkesir
2026-06-30,09:00,Mardin,Bilecik,2.9917,12.4551,13.6942,13.0747,0.6196,LOW,Mardin → Bilecik
2026-06-30,09:00,Mardin,Denizli,2.2078,7.3535,8.0003,7.6769,0.3234,LOW,Mardin → Denizli
2026-06-30,09:00,Mardin,Erzincan,3.5078,11.6417,12.7265,12.1841,0.5424,LOW,Mardin → Erzincan
2026-06-30,09:00,Mardin,Eskişehir,0.0,13.1341,14.7765,13.9553,0.8212,LOW,Mardin → Eskişehir
2026-06-30,09:00,Mardin,Isparta,3.5026,9.4563,10.2791,9.8677,0.4114,LOW,Mardin → Isparta
2026-06-30,09:00,Mardin,Karaman,3.5013,8.059,8.6253,8.3422,0.2832,LOW,Mardin → Karaman
2026-06-30,09:00,Mardin,Kütahya,3.5013,8.9837,9.6917,9.3377,0.354,LOW,Mardin → Kütahya
2026-06-30,09:00,Mardin,Manisa,1.0863,12.5009,14.0512,13.2761,0.7752,LOW,Mardin → Manisa
2026-06-30,09:00,Mardin,Mersin,3.3212,10.8286,11.8747,11.3517,0.5231,LOW,Mardin → Mersin
2026-06-30,09:00,Mardin,Sivas,2.7175,7.3724,7.9927,7.6826,0.3102,LOW,Mardin → Sivas
2026-06-30,09:00,Mardin,Tekirdağ,0.3738,13.6263,15.1698,14.398,0.7717,LOW,Mardin → Tekirdağ
2026-06-30,09:00,Mardin,Yalova,2.9509,16.8327,18.4336,17.6331,0.8004,LOW,Mardin → Yalova
2026-06-30,09:00,Mardin,Zonguldak,2.7175,6.3023,6.7607,6.5315,0.2292,LOW,Mardin → Zonguldak
2026-06-30,09:00,Mardin,İstanbul,0.2549,13.4711,15.0188,14.245,0.7739,LOW,Mardin → İstanbul
2026-06-30,09:00,Mardin,Şanlıurfa,2.0102,9.5357,10.6113,10.0735,0.5378,LOW,Mardin → Şanlıurfa
2026-06-30,09:00,Mersin,Balıkesir,0.0,15.7706,18.0144,16.8925,1.1219,LOW,Mersin → Balıkesir
2026-06-30,09:00,Mersin,Bilecik,0.0,10.9667,12.4076,11.6872,0.7205,LOW,Mersin → Bilecik
2026-06-30,09:00,Mersin,Denizli,0.0,5.991,6.6183,6.3046,0.3136,LOW,Mersin → Denizli
2026-06-30,09:00,Mersin,Erzincan,0.0335,6.5474,7.5295,7.0384,0.491,LOW,Mersin → Erzincan
2026-06-30,09:00,Mersin,Eskişehir,0.0,27.0291,30.038,28.5336,1.5045,LOW,Mersin → Eskişehir
2026-06-30,09:00,Mersin,Isparta,0.0,11.3194,12.7615,12.0404,0.721,LOW,Mersin → Isparta
2026-06-30,09:00,Mersin,Karaman,0.0,5.3187,6.7589,6.0388,0.7201,LOW,Mersin → Karaman
2026-06-30,09:00,Mersin,Kütahya,0.0,9.8731,18.0405,13.9568,4.0837,LOW,Mersin → Kütahya
2026-06-30,09:00,Mersin,Manisa,0.0,41.1102,46.5393,43.8247,2.7145,LOW,Mersin → Manisa
2026-06-30,09:00,Mersin,Mardin,0.0,16.8101,26.3511,21.5806,4.7705,LOW,Mersin → Mardin
2026-06-30,09:00,Mersin,Sivas,0.0,5.7433,6.6048,6.1741,0.4308,LOW,Mersin → Sivas
2026-06-30,09:00,Mersin,Tekirdağ,0.0,15.8472,18.2185,17.0328,1.1856,LOW,Mersin → Tekirdağ
2026-06-30,09:00,Mersin,Yalova,0.0,40.3962,46.3469,43.3715,2.9753,LOW,Mersin → Yalova
2026-06-30,09:00,Mersin,Zonguldak,0.0228,3.9078,4.494,4.2009,0.2931,LOW,Mersin → Zonguldak
2026-06-30,09:00,Mersin,İstanbul,0.0,29.718,33.518,31.618,1.9,LOW,Mersin → İstanbul
2026-06-30,09:00,Mersin,Şanlıurfa,0.0,11.5148,13.1381,12.3265,0.8117,LOW,Mersin → Şanlıurfa
2026-06-30,09:00,Sivas,Balıkesir,0.0,188.7483,208.7264,198.7374,9.9891,LOW,Sivas → Balıkesir
2026-06-30,09:00,Sivas,Bilecik,0.0,43.494,49.4251,46.4596,2.9656,LOW,Sivas → Bilecik
2026-06-30,09:00,Sivas,Denizli,0.0,26.3709,30.067,28.219,1.8481,LOW,Sivas → Denizli
2026-06-30,09:00,Sivas,Erzincan,0.0,35.7251,40.8896,38.3074,2.5823,LOW,Sivas → Erzincan
2026-06-30,09:00,Sivas,Eskişehir,0.0,175.4594,195.9216,185.6905,10.2311,LOW,Sivas → Eskişehir
2026-06-30,09:00,Sivas,Isparta,0.0,30.5749,35.1611,32.868,2.2931,LOW,Sivas → Isparta
2026-06-30,09:00,Sivas,Karaman,0.0,28.8911,33.0094,30.9502,2.0591,LOW,Sivas → Karaman
2026-06-30,09:00,Sivas,Kütahya,0.0,32.3563,37.2097,34.783,2.4267,LOW,Sivas → Kütahya
2026-06-30,09:00,Sivas,Manisa,0.0,115.9347,193.0155,154.4751,38.5404,MEDIUM,Sivas → Manisa
2026-06-30,09:00,Sivas,Mardin,0.0,62.063,70.0744,66.0687,4.0057,LOW,Sivas → Mardin
2026-06-30,09:00,Sivas,Mersin,0.0,197.5633,219.9432,208.7532,11.1899,LOW,Sivas → Mersin
2026-06-30,09:00,Sivas,Tekirdağ,0.0,70.5059,94.0939,82.2999,11.794,LOW,Sivas → Tekirdağ
2026-06-30,09:00,Sivas,Yalova,0.0,152.7662,168.9033,160.8348,8.0686,LOW,Sivas → Yalova
2026-06-30,09:00,Sivas,Zonguldak,0.0,29.2321,51.3593,40.2957,11.0636,LOW,Sivas → Zonguldak
2026-06-30,09:00,Sivas,İstanbul,0.0,81.8748,96.0997,88.9873,7.1125,LOW,Sivas → İstanbul
2026-06-30,09:00,Sivas,Şanlıurfa,0.0,52.1577,63.4418,57.7998,5.6421,LOW,Sivas → Şanlıurfa
2026-06-30,09:00,Tekirdağ,Balıkesir,0.0,221.5962,240.8268,231.2115,9.6153,LOW,Tekirdağ → Balıkesir
2026-06-30,09:00,Tekirdağ,Bilecik,0.0,149.8293,165.7417,157.7855,7.9562,LOW,Tekirdağ → Bilecik
2026-06-30,09:00,Tekirdağ,Denizli,0.0,36.0746,64.165,50.1198,14.0452,LOW,Tekirdağ → Denizli
2026-06-30,09:00,Tekirdağ,Erzincan,0.0,85.9528,96.2761,91.1145,5.1617,LOW,Tekirdağ → Erzincan
2026-06-30,09:00,Tekirdağ,Eskişehir,0.0,209.8198,233.7722,221.796,11.9762,LOW,Tekirdağ → Eskişehir
2026-06-30,09:00,Tekirdağ,Isparta,0.0,76.3657,93.3445,84.8551,8.4894,LOW,Tekirdağ → Isparta
2026-06-30,09:00,Tekirdağ,Karaman,0.0,73.8881,83.5707,78.7294,4.8413,LOW,Tekirdağ → Karaman
2026-06-30,09:00,Tekirdağ,Kütahya,0.0,86.9554,98.0528,92.5041,5.5487,LOW,Tekirdağ → Kütahya
2026-06-30,09:00,Tekirdağ,Manisa,0.0,192.172,212.0929,202.1324,9.9604,LOW,Tekirdağ → Manisa
2026-06-30,09:00,Tekirdağ,Mardin,0.0,73.9889,83.0768,78.5329,4.544,LOW,Tekirdağ → Mardin
2026-06-30,09:00,Tekirdağ,Mersin,0.0,166.0201,181.3127,173.6664,7.6463,LOW,Tekirdağ → Mersin
2026-06-30,09:00,Tekirdağ,Sivas,0.0,102.9639,116.3047,109.6343,6.6704,LOW,Tekirdağ → Sivas
2026-06-30,09:00,Tekirdağ,Yalova,0.0,213.756,237.1585,225.4573,11.7013,LOW,Tekirdağ → Yalova
2026-06-30,09:00,Tekirdağ,Zonguldak,0.0,38.5536,44.3367,41.4451,2.8915,LOW,Tekirdağ → Zonguldak
2026-06-30,09:00,Tekirdağ,İstanbul,0.0,199.2543,222.4847,210.8695,11.6152,LOW,Tekirdağ → İstanbul
2026-06-30,09:00,Tekirdağ,Şanlıurfa,0.0,131.2053,145.7945,138.4999,7.2946,LOW,Tekirdağ → Şanlıurfa
2026-06-30,09:00,Yalova,Balıkesir,1455.7318,3039.3191,3510.8731,3275.0961,235.777,LOW,Yalova → Balıkesir
2026-06-30,09:00,Yalova,Bilecik,222.5613,1103.3188,1641.2363,1372.2776,268.9588,LOW,Yalova → Bilecik
2026-06-30,09:00,Yalova,Denizli,162.8645,905.1435,1284.8421,1094.9928,189.8493,LOW,Yalova → Denizli
2026-06-30,09:00,Yalova,Erzincan,192.437,1189.4436,1746.3545,1467.899,278.4554,LOW,Yalova → Erzincan
2026-06-30,09:00,Yalova,Eskişehir,1611.703,3266.3681,3562.6035,3414.4858,148.1177,LOW,Yalova → Eskişehir
2026-06-30,09:00,Yalova,Isparta,148.2155,1129.8377,1678.2174,1404.0275,274.1898,LOW,Yalova → Isparta
2026-06-30,09:00,Yalova,Karaman,77.8903,631.5499,816.5298,724.0399,92.49,LOW,Yalova → Karaman
2026-06-30,09:00,Yalova,Kütahya,111.6608,773.3565,1104.8251,939.0908,165.7343,LOW,Yalova → Kütahya
2026-06-30,09:00,Yalova,Manisa,1529.5988,3116.1336,3562.2852,3339.2094,223.0758,LOW,Yalova → Manisa
2026-06-30,09:00,Yalova,Mardin,118.5066,1003.395,1478.066,1240.7305,237.3355,LOW,Yalova → Mardin
2026-06-30,09:00,Yalova,Mersin,525.191,1877.2299,2331.9774,2104.6037,227.3738,LOW,Yalova → Mersin
2026-06-30,09:00,Yalova,Sivas,81.097,649.2742,851.896,750.5851,101.3109,LOW,Yalova → Sivas
2026-06-30,09:00,Yalova,Tekirdağ,1648.6478,3286.1118,3595.4988,3440.8053,154.6935,LOW,Yalova → Tekirdağ
2026-06-30,09:00,Yalova,Zonguldak,150.4089,819.554,1149.8303,984.6922,165.1382,LOW,Yalova → Zonguldak
2026-06-30,09:00,Yalova,İstanbul,1560.3643,3257.5691,3573.0169,3415.293,157.7239,LOW,Yalova → İstanbul
2026-06-30,09:00,Yalova,Şanlıurfa,185.999,1181.6652,1781.6732,1481.6692,300.004,LOW,Yalova → Şanlıurfa
2026-06-30,09:00,Zonguldak,Balıkesir,1.9439,14.2556,15.529,14.8923,0.6367,LOW,Zonguldak → Balıkesir
2026-06-30,09:00,Zonguldak,Bilecik,2.4379,9.5427,10.5248,10.0338,0.4911,LOW,Zonguldak → Bilecik
2026-06-30,09:00,Zonguldak,Denizli,2.2089,7.0189,7.5168,7.2678,0.2489,LOW,Zonguldak → Denizli
2026-06-30,09:00,Zonguldak,Erzincan,2.0445,7.3901,8.1278,7.759,0.3689,LOW,Zonguldak → Erzincan
2026-06-30,09:00,Zonguldak,Eskişehir,0.0,13.8564,15.1823,14.5193,0.6629,LOW,Zonguldak → Eskişehir
2026-06-30,09:00,Zonguldak,Isparta,2.9967,14.2007,15.0382,14.6195,0.4188,LOW,Zonguldak → Isparta
2026-06-30,09:00,Zonguldak,Karaman,2.2142,8.5999,9.2336,8.9167,0.3168,LOW,Zonguldak → Karaman
2026-06-30,09:00,Zonguldak,Kütahya,4.7342,12.255,13.0345,12.6447,0.3897,LOW,Zonguldak → Kütahya
2026-06-30,09:00,Zonguldak,Manisa,1.3574,11.5855,20.1836,15.8845,4.299,LOW,Zonguldak → Manisa
2026-06-30,09:00,Zonguldak,Mardin,2.9926,9.7457,10.4687,10.1072,0.3615,LOW,Zonguldak → Mardin
2026-06-30,09:00,Zonguldak,Mersin,2.0528,10.6534,11.5606,11.107,0.4536,LOW,Zonguldak → Mersin
2026-06-30,09:00,Zonguldak,Sivas,1.3007,7.6509,8.6845,8.1677,0.5168,LOW,Zonguldak → Sivas
2026-06-30,09:00,Zonguldak,Tekirdağ,1.9505,11.8524,12.9059,12.3792,0.5268,LOW,Zonguldak → Tekirdağ
2026-06-30,09:00,Zonguldak,Yalova,0.0,13.9088,15.2092,14.559,0.6502,LOW,Zonguldak → Yalova
2026-06-30,09:00,Zonguldak,İstanbul,0.3432,46.3399,52.7677,49.5538,3.2139,LOW,Zonguldak → İstanbul
2026-06-30,09:00,Zonguldak,Şanlıurfa,3.32,8.2755,8.9058,8.5907,0.3152,LOW,Zonguldak → Şanlıurfa
2026-06-30,09:00,İstanbul,Balıkesir,150.2368,972.771,1781.1007,1376.9359,404.1649,MEDIUM,İstanbul → Balıkesir
2026-06-30,09:00,İstanbul,Bilecik,11.5741,500.8496,581.4632,541.1564,40.3068,LOW,İstanbul → Bilecik
2026-06-30,09:00,İstanbul,Denizli,32.7317,259.7508,282.1626,270.9567,11.2059,LOW,İstanbul → Denizli
